row ID,MZ_RT,cor, p_value,p_value_corrected,L9,CE,L5,L10,L8,L4,L2,L3,L11,L7,L6,L17,L18,L15,L13,L14,L16,L12,L1
1874,294.2428795_18.577375,-0.26267753,0.277268881,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,8.32E-04
2887,310.3103127_27.547781,-0.049411548,0.840792445,1,4.84E-10,2.22E-10,2.58E-10,4.51E-04,4.22E-10,3.06E-10,8.69E-03,3.13E-05,5.17E-10,2.66E-10,2.74E-10,1.13E-04,4.96E-10,1.36E-03,1.10E-03,1.03E-03,1.66E-03,6.54E-04,1.72E-10
2310,414.284924_23.007162,-0.261347615,0.279797888,1,4.84E-10,2.22E-10,4.08E-04,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.70E-05,4.58E-04,5.08E-10,4.96E-10,1.18E-04,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
2935,237.2213463_27.927053,-0.180404824,0.459859715,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,2.07E-04,5.25E-10,1.52E-04,4.52E-10,2.43E-05,7.03E-04
1087,286.1075914_11.55323,-0.711632985,0.000633063,1,3.50E-04,2.09E-04,2.93E-04,3.22E-04,3.44E-04,3.75E-04,2.52E-04,3.31E-04,2.39E-04,2.91E-04,3.18E-04,5.08E-10,4.96E-10,4.72E-10,1.46E-04,2.66E-05,7.19E-05,1.89E-04,7.30E-05
2834,659.5201966_27.18296,0.111808904,0.648598087,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,2.00E-04,2.98E-04,5.25E-10,2.92E-05,2.22E-04,5.42E-05,4.62E-04
1762,353.2297952_17.44781,-0.082058591,0.738405159,1,0.001783551,0.000672622,0.000962032,0.001483586,0.001953499,0.001052235,0.000824113,0.001003629,0.00133764,0.00114013,0.001155386,0.002462544,0.00070231,0.000650057,0.001193619,0.001060297,0.000774677,0.000920826,0.00029318
1871,334.2353004_18.571564,-0.07255199,0.767867021,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,1.43E-05,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,2.84E-04,1.30E-04,2.38E-04,4.52E-10,1.19E-04,7.87E-04
2519,473.2530269_24.437416,-0.115493463,0.637763364,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,1.05E-03,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
1020,310.1285867_11.045994,-0.115492317,0.637766724,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.01E-04,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
1635,297.2425014_16.392279,0.507014804,0.026720012,1,0.001923799,0.000336662,0.000428917,0.002122489,0.001558888,0.0004171,0.000547167,0.000529244,0.00206066,0.000811506,0.000656449,0.001423359,0.001431088,0.001358028,0.002093941,0.001866792,0.001898595,0.001689106,0.00038106
3038,367.2628106_28.56821,-0.115493417,0.637763499,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,8.99E-04,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
3317,173.1324704_31.793198,0.29098874,0.226796539,1,4.78E-04,2.22E-10,2.58E-10,2.65E-04,4.22E-10,3.06E-10,2.66E-10,2.94E-10,6.69E-04,2.66E-10,2.74E-10,5.08E-10,8.14E-04,2.43E-05,5.25E-10,5.18E-10,1.91E-04,3.55E-10,1.72E-10
1530,392.1702332_15.906052,0.17720377,0.467992432,1,4.84E-10,1.74E-04,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
2146,227.1642352_21.133514,-0.262677128,0.277269642,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,3.48E-04
523,129.0546972_8.0094595,0.177202371,0.467996003,1,4.84E-10,6.85E-04,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
187,261.090521_5.962918,0.509612562,0.025825189,1,4.27E-04,6.85E-05,7.57E-05,5.04E-04,3.28E-04,5.39E-05,1.44E-05,6.41E-05,4.67E-04,1.66E-04,1.20E-04,2.56E-04,2.80E-04,2.75E-04,4.85E-04,4.31E-04,4.01E-04,3.98E-04,1.72E-10
2415,315.2317861_23.733894,-0.252269736,0.297439467,1,5.16E-04,2.22E-10,3.22E-03,6.87E-04,5.32E-04,3.06E-10,2.66E-10,2.94E-10,5.17E-10,7.22E-04,3.37E-03,5.08E-10,4.96E-10,1.73E-03,5.25E-10,5.18E-10,5.91E-04,8.79E-04,1.72E-10
2607,499.3715012_25.291399,-0.318917764,0.18324714,1,4.84E-10,1.05E-05,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.58E-04,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,6.50E-04
2542,364.2957475_24.603235,0.204238643,0.401631443,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,1.75E-04,2.66E-10,2.74E-10,5.08E-10,4.96E-10,5.58E-04,3.36E-04,4.73E-04,4.52E-10,2.92E-04,5.66E-04
2973,367.2628467_28.167866,-0.115493704,0.637762657,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,9.82E-03,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
2328,336.2510496_23.113922,-0.262676745,0.277270369,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,2.24E-04
1662,281.1900449_16.524874,-0.245456996,0.311112204,1,4.84E-10,2.22E-10,3.00E-04,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,3.30E-04,5.08E-10,4.96E-10,1.41E-04,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
1696,295.2269209_16.729486,0.153955505,0.529160933,1,4.28E-04,8.58E-05,1.06E-04,4.42E-04,3.46E-04,9.53E-05,1.12E-04,1.14E-04,4.06E-04,2.11E-04,1.56E-04,2.49E-04,1.12E-04,1.51E-04,3.30E-04,2.79E-04,2.70E-04,3.18E-04,5.67E-05
2110,172.1333311_20.822493,-0.262676201,0.2772714,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.49E-04
215,225.1235449_6.3988085,0.175989519,0.471096216,1,4.01E-04,6.52E-05,9.80E-05,4.14E-04,3.05E-04,8.70E-05,5.72E-05,8.42E-05,3.57E-04,1.74E-04,1.40E-04,8.01E-05,1.12E-04,1.54E-04,3.18E-04,2.83E-04,2.46E-04,2.90E-04,1.72E-10
1153,227.1279427_12.222914,-0.592293908,0.007540197,1,2.44E-05,1.08E-04,1.11E-04,4.26E-05,4.36E-05,1.53E-04,1.60E-04,1.79E-04,5.17E-10,5.77E-05,7.76E-05,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
1943,135.1169425_19.45792,-0.19259479,0.429559077,1,4.84E-10,1.30E-04,1.56E-04,3.97E-10,4.22E-10,2.47E-04,2.41E-04,2.59E-04,5.17E-10,4.28E-05,8.67E-05,4.81E-04,7.55E-05,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,6.45E-05
1738,315.253192_17.256857,0.503364438,0.028018266,1,2.29E-04,2.22E-10,2.58E-10,2.66E-04,1.78E-04,3.06E-10,1.46E-05,2.94E-10,2.54E-04,8.67E-05,4.65E-05,2.48E-04,1.21E-04,1.46E-04,2.52E-04,2.31E-04,2.32E-04,2.18E-04,1.72E-10
2280,336.2298807_22.791197,0.301354329,0.209917284,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,3.04E-04,2.66E-10,2.74E-10,5.08E-10,4.96E-10,5.04E-04,4.23E-04,5.44E-04,4.52E-10,1.25E-04,3.26E-04
2227,280.263571_22.247059,0.009702121,0.968555404,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,3.42E-04,1.62E-04,3.21E-04,4.52E-10,1.79E-04,7.28E-04
2188,270.2428839_21.740757,-0.262675998,0.277271785,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.32E-04
1578,375.214048_16.26569,-0.263199559,0.276280053,1,5.24E-05,2.22E-10,3.39E-04,1.23E-04,4.06E-05,3.06E-10,2.66E-10,2.94E-10,5.17E-10,6.24E-05,4.10E-04,5.08E-10,4.96E-10,3.03E-04,5.25E-10,5.18E-10,4.52E-10,5.62E-05,1.72E-10
2733,427.1649237_26.31202,0.25622611,0.289669622,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,2.92E-04,5.18E-10,4.52E-10,4.54E-03,1.72E-10
2072,252.2322394_20.518572,-0.262676959,0.277269962,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,2.80E-04
1282,275.1028153_13.402824,0.43990921,0.059462706,1,1.92E-03,2.08E-04,3.83E-04,2.20E-03,1.49E-03,2.98E-04,1.98E-04,2.97E-04,2.18E-03,7.76E-04,5.79E-04,9.20E-04,1.11E-03,1.13E-03,2.02E-03,1.86E-03,1.63E-03,1.89E-03,1.72E-10
1093,260.0920353_11.613319,0.455494837,0.050020211,1,6.74E-04,1.15E-04,1.79E-04,6.99E-04,5.33E-04,1.87E-04,1.13E-04,1.50E-04,7.08E-04,3.04E-04,2.37E-04,3.82E-04,4.49E-04,4.25E-04,6.79E-04,6.01E-04,5.89E-04,5.48E-04,1.72E-10
1269,254.0847891_13.174752,-0.583207932,0.008767408,1,1.77E-04,5.26E-04,4.51E-04,1.82E-04,1.84E-04,8.03E-04,7.29E-04,8.90E-04,8.30E-05,2.25E-04,3.32E-04,5.46E-05,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,1.55E-04,3.97E-05
2277,282.270061_22.794193,-0.262676683,0.277270487,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,2.12E-04
2357,732.5464492_23.381752,-0.044583305,0.856186822,1,4.84E-10,5.85E-04,4.10E-05,3.97E-10,4.22E-10,3.60E-04,1.34E-03,8.58E-04,5.17E-10,2.66E-10,7.36E-05,2.14E-04,1.66E-03,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.79E-03
2960,285.2420585_28.100834,0.177203268,0.467993714,1,4.84E-10,2.38E-04,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
1092,227.1280153_11.611716,-0.466730873,0.043954723,1,4.84E-10,2.00E-04,1.43E-04,3.97E-10,4.22E-10,2.82E-04,3.31E-04,3.71E-04,5.17E-10,2.66E-10,1.46E-05,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,6.81E-05
1482,155.106755_15.533307,-0.10542952,0.667516875,1,0.000249576,0.000175696,0.000131472,0.000261058,0.000223276,0.000231015,0.000263135,0.000259281,0.000252757,0.000130429,0.000118335,0.000173418,0.000153973,0.000111967,0.000243432,0.000206359,0.000220926,0.00022682,0.000177409
440,359.148219_7.61288,0.177202014,0.467996914,1,4.84E-10,2.71E-03,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
1773,237.1849716_17.505222,-0.264056743,0.274661119,1,4.84E-10,2.22E-10,3.09E-04,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,3.38E-04,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
2606,579.4083613_25.296734,-0.248319507,0.305322178,1,4.84E-10,2.26E-05,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.34E-04,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,7.81E-05,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,5.17E-04
1336,200.1648045_13.916677,0.092623911,0.706068598,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.31E-05,2.66E-10,2.74E-10,2.73E-05,3.02E-04,4.62E-04,1.70E-04,2.40E-04,2.63E-04,1.83E-04,1.12E-03
1742,457.2583926_17.26106,-0.115493288,0.637763877,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,6.39E-04,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
2016,271.2055952_19.93272,-0.231492248,0.340292431,1,4.84E-10,2.22E-10,3.55E-04,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,3.89E-04,5.08E-10,4.96E-10,2.03E-04,5.25E-10,5.18E-10,4.52E-10,1.76E-05,1.72E-10
1010,381.2365827_10.910061,0.373084105,0.115658786,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,1.16E-04,1.80E-04,1.56E-04,5.25E-10,5.18E-10,1.12E-04,3.55E-10,1.40E-04
2556,818.5834087_24.768013,-0.305487932,0.203423095,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,5.49E-05,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,2.20E-04
290,475.3260178_6.9382076,0.226365255,0.351391875,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,2.25E-04,2.58E-05,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
908,275.1391734_10.347055,-0.123386622,0.614790417,1,2.59E-04,2.22E-10,7.85E-05,2.32E-04,2.23E-04,5.24E-05,2.66E-10,3.10E-05,2.01E-04,1.33E-04,1.19E-04,5.08E-10,4.96E-10,4.72E-10,1.61E-04,1.18E-04,7.28E-05,1.65E-04,1.72E-10
2716,522.3579256_26.181831,-0.115492608,0.637765868,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.53E-04,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
2928,535.4001853_27.828743,-0.34049262,0.153736984,1,4.84E-10,8.11E-05,2.58E-10,3.97E-10,4.22E-10,3.06E-10,6.12E-04,6.15E-05,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,7.97E-04
2174,560.3346055_21.511711,-0.115492707,0.637765578,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.77E-04,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
457,243.1341547_7.722052,0.311008161,0.194959682,1,8.74E-04,1.64E-04,2.24E-04,8.98E-04,6.54E-04,2.55E-04,2.06E-04,2.57E-04,8.38E-04,4.03E-04,3.24E-04,3.56E-04,4.24E-04,4.31E-04,8.11E-04,6.71E-04,6.36E-04,6.78E-04,5.47E-05
977,205.0974111_10.677917,0.514781364,0.024114766,1,6.86E-04,1.16E-04,1.69E-04,7.30E-04,5.07E-04,1.54E-04,7.98E-05,1.42E-04,7.15E-04,2.93E-04,2.29E-04,4.15E-04,4.99E-04,4.89E-04,7.26E-04,6.38E-04,6.39E-04,5.88E-04,1.72E-10
441,425.1458185_7.61288,0.17720271,0.467995137,1,4.84E-10,4.01E-04,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
2148,268.2271085_21.181902,-0.055412528,0.821736331,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,4.06E-05,2.94E-10,1.36E-04,2.66E-10,2.74E-10,5.08E-10,4.96E-10,5.55E-04,3.36E-04,4.48E-04,4.52E-10,2.80E-04,1.55E-03
2336,455.3272_23.199736,-0.072310593,0.768619304,1,4.84E-10,2.11E-04,2.58E-10,3.97E-10,4.22E-10,3.49E-05,4.85E-04,2.64E-04,5.17E-10,2.66E-10,2.74E-10,4.91E-04,3.52E-04,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,7.17E-04
1914,421.1987787_19.106087,-0.264889584,0.27309381,1,4.84E-10,2.22E-10,2.54E-04,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.64E-04,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
435,293.0990141_7.61288,0.177201911,0.467997176,1,4.84E-10,1.82E-02,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
2389,270.2428025_23.629066,-0.262675992,0.277271796,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.32E-04
2010,357.2033058_19.932272,-0.211090742,0.385672101,1,2.47E-03,2.22E-10,4.05E-03,2.42E-03,1.98E-03,3.06E-10,2.66E-10,2.94E-10,3.04E-04,1.72E-03,4.39E-03,5.08E-10,4.96E-10,4.33E-03,4.27E-04,5.18E-10,2.08E-03,2.40E-03,1.72E-10
2279,543.3798737_22.806038,-0.239510026,0.323349791,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,2.69E-05,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.99E-04
2317,237.1797914_23.071304,-0.223739394,0.35715629,1,4.84E-10,2.22E-10,2.77E-04,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,4.24E-05,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
1833,253.1183632_18.104,-0.240600789,0.321084184,1,1.81E-04,9.62E-05,1.76E-04,1.72E-04,2.23E-04,2.16E-04,1.29E-04,2.04E-04,5.17E-10,1.67E-04,1.79E-04,7.27E-04,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
736,211.1145651_9.309443,-0.546243099,0.015533547,1,4.84E-10,3.02E-05,2.62E-05,3.97E-10,4.37E-05,4.43E-05,5.67E-05,1.32E-04,5.17E-10,2.11E-05,1.99E-05,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.29E-05
2029,350.2304171_20.040907,-0.262676319,0.277271178,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.60E-04
403,259.1153814_7.450576,-0.262676687,0.277270479,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,2.12E-04
1661,727.4388636_16.524841,-0.258156314,0.285924445,1,4.84E-10,2.22E-10,2.04E-04,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.14E-04,5.08E-10,4.96E-10,4.95E-05,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
3180,637.4672632_29.95845,-0.298690074,0.21417445,1,4.84E-10,2.56E-05,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.10E-04,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,9.03E-04
668,183.101874_8.914904,-0.387437482,0.101234651,1,4.84E-10,3.12E-04,9.42E-05,3.97E-10,4.22E-10,3.48E-04,6.64E-04,6.66E-04,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
810,197.0686843_9.634352,-0.606507776,0.005903241,1,3.47E-04,1.46E-05,2.31E-04,2.12E-04,3.73E-04,2.16E-04,2.66E-10,6.63E-05,1.16E-04,2.36E-04,2.91E-04,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
2539,319.2436879_24.595938,0.316993047,0.186052574,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,1.52E-04,2.94E-10,5.89E-04,2.66E-10,2.74E-10,5.08E-10,4.96E-10,1.09E-03,8.84E-04,1.13E-03,4.52E-10,6.43E-04,7.48E-04
1173,307.1627452_12.407325,-0.63676436,0.003371169,1,4.24E-04,1.56E-04,2.35E-04,3.54E-04,4.21E-04,2.58E-04,1.53E-04,2.19E-04,2.48E-04,2.98E-04,2.86E-04,5.08E-10,4.96E-10,4.72E-10,5.56E-05,5.18E-10,4.52E-10,1.35E-04,1.72E-10
1326,272.0918521_13.864703,-0.708703988,0.000682204,1,1.41E-04,1.35E-04,2.46E-04,6.46E-05,1.65E-04,3.30E-04,2.00E-04,2.95E-04,5.17E-10,1.71E-04,2.16E-04,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
3297,389.244661_31.547138,-0.115493094,0.637764444,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,4.45E-04,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
2487,336.2508868_24.267023,-0.26267761,0.277268728,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.15E-03
474,138.0914274_7.8618913,-0.724380907,0.000452403,1,2.85E-04,1.26E-04,2.36E-04,2.27E-04,3.30E-04,2.29E-04,1.53E-04,2.09E-04,1.08E-04,2.35E-04,2.79E-04,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,5.40E-05,1.72E-10
2075,616.4629976_20.569067,-0.091238276,0.710283479,1,4.84E-10,7.85E-04,2.69E-04,3.97E-10,4.22E-10,8.38E-04,1.79E-03,1.29E-03,5.17E-10,1.42E-05,2.57E-04,4.50E-03,3.34E-04,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.83E-03
498,318.0297859_7.974323,-0.569203523,0.010971558,1,4.84E-10,1.03E-05,1.08E-04,3.97E-10,4.22E-10,1.59E-04,1.27E-04,1.53E-04,5.17E-10,1.37E-05,8.12E-05,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,1.72E-10
131,215.1024116_5.1116533,0.476692941,0.039063388,1,5.57E-04,8.86E-05,1.06E-04,6.34E-04,4.23E-04,9.61E-05,8.28E-05,1.13E-04,5.99E-04,2.42E-04,1.86E-04,3.04E-04,3.76E-04,3.70E-04,5.82E-04,4.94E-04,5.10E-04,5.12E-04,1.72E-10
2345,336.2299084_23.264135,0.324774194,0.174886518,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,1.43E-04,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.15E-04,2.69E-04,4.54E-04,4.52E-10,1.86E-04,2.36E-04
2167,336.2510082_21.348753,-0.262677394,0.277269138,1,4.84E-10,2.22E-10,2.58E-10,3.97E-10,4.22E-10,3.06E-10,2.66E-10,2.94E-10,5.17E-10,2.66E-10,2.74E-10,5.08E-10,4.96E-10,4.72E-10,5.25E-10,5.18E-10,4.52E-10,3.55E-10,5.66E-04
