row ID,row m/z,row retention time,L9.mzML Peak area,CE.mzML Peak area,L5.mzML Peak area,L10.mzML Peak area,L8.mzML Peak area,L4.mzML Peak area,L2.mzML Peak area,L3.mzML Peak area,L11.mzML Peak area,L7.mzML Peak area,L6.mzML Peak area,L17.mzML Peak area,L18.mzML Peak area,L15.mzML Peak area,L13.mzML Peak area,L14.mzML Peak area,L16.mzML Peak area,L12.mzML Peak area,L1.mzML Peak area
526,162.054961,8.003764,396512.72,0,355735.22,393266.88,493229.84,65146.227,0,0,52590.867,446639.38,515704.8,0,0,0,0,0,0,0,0
887,110.060542,10.17351,0,1383377.4,841955.3,0,0,1317753.2,1122014.9,1034609.9,0,0,0,0,0,0,0,0,0,0,0
1174,176.0675069,12.424432,1669974.9,207418.58,502761.1,1295240.2,471407.25,751877.4,383599.5,93535.266,677614.5,334499.25,390660.38,0,63703.773,128063.17,672647.6,501805.38,0,325681.97,0
3206,607.4387188,30.33227,0,745112.25,0,0,0,0,2291643.8,491343.62,0,0,0,0,0,0,0,0,0,0,5928899
2442,407.2904487,23.935802,219796.7,0,1362142,430161.3,0,0,0,0,0,202893.84,1437085.1,0,0,625845.7,0,0,48801.17,374069.6,0
2830,188.1281553,27.18421,0,0,0,0,0,0,0,0,216042.08,0,0,321301.34,825997.06,1108474.1,540467.4,602480.44,895670.7,621666.56,2958114.2
719,453.343706,9.1829605,0,0,0,0,0,0,0,0,239320.06,0,0,4555446.5,4172132.2,2121730,698191.5,1919924.5,1325688.2,1364530.4,0
3047,608.4472041,28.68755,0,0,0,0,0,0,1774504.5,0,0,0,0,0,0,0,0,0,0,0,5990126.5
1266,447.2242679,13.093854,350999.5,0,0,483570.03,243870.5,0,0,0,493439.5,104219.79,0,576714.25,831762.6,539127.9,508430.28,610623.1,897548.5,600723.4,0
1840,222.1125143,18.15901,1890355.4,6909563,6602377.5,1934578.5,2025307.4,9906898,1.21E+07,1.30E+07,1273183.8,3444318.5,4266283.5,1.43E+07,2156262,368208.16,838718.7,588432.3,595429.6,1952911.8,1362754.2
2370,249.0869326,23.483503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3290665,0
3275,407.2340198,31.184221,0,0,0,0,0,0,0,0,0,1.35E+07,0,0,0,0,0,0,0,0,0
2925,593.4233349,27.823223,0,744692,0,0,0,47564.29,2318602,863775.4,0,0,0,0,0,0,0,0,0,0,6269845.5
991,356.218124,10.794081,1361531.1,812598,531425.2,1823776.6,1106852.5,538133.3,910107.56,781097.44,1566920.6,936512.9,687988.44,1433457.1,1875970.5,1395900.9,1723457.5,1805352.5,2170581.8,2049178.1,845227.9
2485,172.1333056,24.267023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5727793
774,180.0935943,9.583332,1164385.8,3360935.2,4285046,1619686.4,1538111.6,5160634,3911177,4263063,118053,2348804.5,3332565.8,148183.78,170169.19,56604.266,51190.56,101015.2,128029.29,496749,1257988.4
3036,688.4837255,28.544209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2098419.5
3306,311.3056564,31.680178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189057.5
2363,294.2428075,23.439096,0,0,0,0,0,0,0,0,0,0,0,0,0,238489.66,0,101893.8,0,99025.84,3868644.2
1247,152.0530108,12.959101,0,1482257.4,1533406.1,0,0,2186522,1781241.2,1990535.2,0,392267.97,918423.7,0,0,0,0,0,0,0,0
2747,630.4420392,26.321617,0,0,0,0,0,0,433211.22,0,0,0,0,0,0,0,0,0,0,0,2153493.5
3004,822.3710115,28.390804,227801.03,741686.56,519558.7,224919.66,156873.34,832418.94,1196307.6,1071619,353257.66,306471.38,589001.2,0,0,0,0,0,0,172854.33,1369900.8
1999,298.2741676,19.878727,0,0,0,0,0,0,0,0,335297.47,0,0,245885.4,502536.53,1453752.4,585258.5,1024002.5,453149.94,985624.2,3576713.5
3012,385.2733437,28.434378,0,0,0,0,0,0,0,0,0,5500165.5,0,0,0,0,0,0,0,0,0
1356,384.119203,14.20158,1399036.5,840646.2,377141.84,2185842.2,1132360.1,361640.56,350625.06,448195.62,1797410.6,806530.4,531140.9,3642057.5,5268073,3272088,2727411.5,3203181,5011991.5,2784399.2,0
2654,320.2560382,25.701288,0,0,0,360750.4,0,0,0,0,848380,0,0,1062576.8,1727159.4,1933872.5,1257864.1,2005936.5,1565252.8,1343061.2,9566029
1271,373.1550267,13.235334,0,0,0,0,0,0,0,0,0,676386.8,0,0,0,0,0,0,0,0,0
1463,191.0704109,15.389152,421902.94,3826615.5,3120267.8,550994.3,587608.06,4724295.5,5108628.5,5552851,224306.17,1295179.6,1566220.5,2188823.8,0,0,50956.953,0,310409.75,679136,418195.1
2897,188.128113,27.629114,2135951.2,0,819889.7,3217429.5,1739204.1,494539.53,599207.7,369248.16,3829685.8,1200183.1,1242352.9,5628516.5,8367516,8053175,5284211.5,6177167,8690956,5926687,1.34E+07
1554,412.3211151,16.101097,180768.7,0,110662.93,318776.75,0,481953.56,1.02E+07,1622993.6,299315.38,52222.406,428086.3,0,0,0,0,0,0,264325.34,2.34E+08
1952,350.2303806,19.499992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3616684
2509,334.2142105,24.427576,0,0,0,0,0,0,0,0,561114.3,0,0,0,0,1234930,803169.94,1206648.1,0,863330.94,2748360.5
1399,150.0915112,14.826434,250879.22,535753,713809.6,163200.92,447172.22,838497.25,644865.3,811603,0,546897.94,649771.9,0,0,0,0,0,0,0,0
2061,316.2847145,20.445707,0,0,0,304762.06,0,0,316098.28,0,1470270.8,50707.5,0,721885.25,1198940.9,3652633.2,2135898,3179137.5,1065343.9,2784352,9359115
2168,558.3189739,21.371819,0,0,0,0,0,0,0,0,0,665777.06,0,0,0,0,0,0,0,0,0
1874,294.2428795,18.577375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4831888.5
2887,310.3103127,27.547781,0,0,0,1135752.8,0,0,3.27E+07,106740.48,0,0,0,222284.48,0,2876458.5,2095688.1,1988428.9,3666947.2,1842980,0
2310,414.284924,23.007162,0,0,1581886.6,0,0,0,0,0,0,101330.14,1671290.2,0,0,249982.48,0,0,0,0,0
2935,237.2213463,27.927053,0,0,0,0,0,0,0,0,0,0,0,0,0,438671,0,292636.16,0,68564.57,4084197
1087,286.1075914,11.55323,722406.4,940650.3,1134469.6,812349.8,816886.9,1222813.8,947789.06,1126357.5,462462.8,1095270.2,1158502.2,0,0,0,278122.8,51327.875,158954.5,532682.44,424148.8
1689,295.1078852,16.655083,936341.44,148334.25,234147.3,1405523,742588.1,51850.07,0,0,1046954.9,618726.5,430772.94,1281315.2,1375690.9,1057925.9,1267452.8,1215924.9,1665437.1,1417492.2,0
2834,659.5201966,27.18296,0,0,0,0,0,0,0,0,0,0,0,0,404198.9,630403.9,0,56399.223,491616.34,152893.81,2682776.2
1762,353.2297952,17.44781,3681995.5,3024430,3730884.5,3737628.8,4632521,3434539.5,3099498.5,3418777.8,2586747,4284711.5,4215254.5,4850312.5,1416237.6,1377010.8,2274025.5,2046581.2,1712114.9,2595933.5,1702573.6
1871,334.2353004,18.571564,0,0,0,0,0,0,53624.523,0,0,0,0,0,0,600860.1,247716.53,458714.72,0,334294.06,4567898.5
2519,473.2530269,24.437416,0,0,0,0,0,0,0,0,0,3956889,0,0,0,0,0,0,0,0,0
1020,310.1285867,11.045994,0,0,0,0,0,0,0,0,0,754177.5,0,0,0,0,0,0,0,0,0
1635,297.2425014,16.392279,3971525.5,1513792.1,1663393.9,5347232,3696741.5,1361433,2057901.2,1802825.4,3984933,3049713.2,2394955.2,2803495.8,2885850.2,2876699.8,3989276.5,3603275,4196090,4761819.5,2212918
3038,367.2628106,28.56821,0,0,0,0,0,0,0,0,0,3378231,0,0,0,0,0,0,0,0,0
3317,173.1324704,31.793198,986198.1,0,0,666602.75,0,0,0,0,1292882,0,0,0,1640587,51512.883,0,0,422239.8,0,0
1530,392.1702332,15.906052,0,784185.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,132.1021043,12.724038,597433.75,551548.9,684223.94,480066.47,579979.4,642430.6,777671.06,769678.3,220377.03,734925.9,706665.94,0,0,51921.676,56016.65,50506.047,198701.11,371058.8,447272
2146,227.1642352,21.133514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023070.8
523,129.0546972,8.0094595,0,3082204.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,261.090521,5.962918,880580.9,308171.53,293621.6,1268713.1,777558.9,175809.84,54090.004,218213.23,903085.94,625274.2,438669.2,504054.78,565262.06,581931.06,924616.06,832777.25,885502.94,1122593.8,0
2415,315.2317861,23.733894,1065155,0,1.25E+07,1731473.9,1262079.4,0,0,0,0,2714051.8,1.23E+07,0,0,3668661.8,0,0,1306216.5,2477237.5,0
2607,499.3715012,25.291399,0,47117.09,0,0,0,0,970102.3,0,0,0,0,0,0,0,0,0,0,0,3775826.8
2542,364.2957475,24.603235,0,0,0,0,0,0,0,0,338546.28,0,0,0,0,1181369.6,640727.1,913344.94,0,822102.5,3288141.5
2973,367.2628467,28.167866,0,0,0,0,0,0,0,0,0,3.69E+07,0,0,0,0,0,0,0,0,0
2328,336.2510496,23.113922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300829.9
1290,424.1140845,13.433939,447132.8,1523169.2,0,737876.94,262758.12,99529.125,389766.56,373613.8,550564.8,0,0,1958247.2,3369779.5,1888109.4,1044702,1316055.6,2759025.5,990816.6,0
1662,281.1900449,16.524874,0,0,1164003.2,0,0,0,0,0,0,0,1202444.6,0,0,299625.56,0,0,0,0,0
1696,295.2269209,16.729486,883477.5,385955.88,410823.44,1112412.5,820135.5,310947.75,422358.34,387719.66,784171.1,794698,569508.44,490384.47,226248.4,320765.06,627794.3,539467.4,597464.9,897215.2,329423.66
716,475.325907,9.181685,0,0,0,0,0,0,0,0,0,0,0,1577510.6,1773076.5,815665.3,320160.06,793278.6,675305.44,773874.44,0
2110,172.1333311,20.822493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863711.94
2253,267.1591116,22.548466,2064578.4,0,0,3417666,1584140.1,0,0,0,2617314.8,1188796.5,639967.94,4954193,4289528,2322919,3123670.2,3333948.8,4905176,4045948.8,0
215,225.1235449,6.3988085,828286,293354.78,379928.56,1043012,723069.9,283867.97,215244.02,286851.8,690276.5,655680.06,512366.78,157795.78,225943,326348.6,605402.25,545310.8,543995.2,818911.56,0
1017,270.0874503,10.99607,2356189.5,720829.06,434186.47,3544964,1677749.1,166509.52,0,0,3135786,1171414.5,727564,5419917,7634898.5,5033427,4400414.5,5091615,7840297,4564714,0
1153,227.1279427,12.222914,50345.406,486882.03,430729.78,107435.1,103389.72,498436.53,600685.1,610217.9,0,216901.92,283021.25,0,0,0,0,0,0,0,0
1943,135.1169425,19.45792,0,583583.94,604280.44,0,0,807228.56,906311.06,883501.9,0,160769.16,316451.66,947116.06,152250.56,0,0,0,0,0,374749.7
1738,315.253192,17.256857,472597.1,0,0,670667.94,422833.94,0,55006.97,0,491705.78,325990.38,169626.98,488131.3,244590.34,309455.34,480491.25,445230.5,513111.53,614045.56,0
2280,336.2298807,22.791197,0,0,0,0,0,0,0,0,587898.2,0,0,0,0,1068103.4,805180.25,1050117.2,0,352028.66,1895176.8
2227,280.263571,22.247059,0,0,0,0,0,0,0,0,0,0,0,0,0,723749.25,309458.34,619557,0,504027.03,4225637
2188,270.2428839,21.740757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767442.9
1578,375.214048,16.26569,108272.45,0,1314432.2,310347.2,96341.97,0,0,0,0,234516.56,1497354.4,0,0,641611.06,0,0,0,158496.58,0
2733,427.1649237,26.31202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556326.9,0,0,1.28E+07,0
1067,203.179774,11.376388,238588.61,499116.28,720006.94,160794.06,373464.44,622089.5,658780.6,655313.8,0,586666.94,696572.1,0,0,0,0,0,0,0,434356.7
2072,252.2322394,20.518572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625350.5
1282,275.1028153,13.402824,3969217.5,937144.94,1483566.4,5531178.5,3532044,971173.2,743920.7,1013379.8,4215762,2914539.8,2112987.2,1811425.1,2237061.5,2403046.5,3842557.2,3591959.2,3598516.8,5331266.5,0
1093,260.0920353,11.613319,1390438,517907.62,693864.25,1760978.4,1263490.6,611997.75,426265,510355.97,1369035.4,1143608.8,863729.94,752411,906080.2,899653.44,1292865.2,1159594.8,1301770.4,1545236.6,0
1269,254.0847891,13.174752,364501.88,2365775,1750628.6,457653.88,436541.1,2621269.5,2741452.8,3031778.8,160463.81,845002.94,1211641.8,107515.74,0,0,0,0,0,435747.66,230491.36
2896,125.0962558,27.631008,0,0,0,50092.652,0,0,0,0,164688.06,0,0,510042.84,809966.5,695500.9,432198.7,516518.97,819855.9,507052.88,1423082.5
2277,282.270061,22.794193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229803.6
2357,732.5464492,23.381752,0,2628886,158846.16,0,0,1174193,5049054.5,2921327.2,0,0,268573.62,421121.94,3342842.5,0,0,0,0,0,1.04E+07
2960,285.2420585,28.100834,0,1070599.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,227.1280153,11.611716,0,901097.4,553464.7,0,0,920825,1245794,1264353.6,0,0,53297.805,0,0,0,0,0,0,0,395659.88
1482,155.106755,15.533307,515228.1,790010.9,509864.16,657688.5,529474.4,754040.75,989651.56,883217.8,488784.88,490162.34,431727.3,341568.72,310492.4,237177.75,463773.97,398311.62,488267.25,639436.06,1030262
440,359.148219,7.61288,0,1.22E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,237.1849716,17.505222,0,0,1199806,0,0,0,0,0,0,0,1233332.2,0,0,0,0,0,0,0,0
2606,579.4083613,25.296734,0,101576.914,0,0,0,0,880524.8,0,0,0,0,0,157533.52,0,0,0,0,0,2999614.8
20,313.1142491,4.5672703,1518955,922425.5,303603.38,2419436.5,1233129.1,290786.22,491340.12,437948.22,2216963.2,882978.25,538354.2,3658762.2,5471684,3403942.5,3036703.5,3428578.5,5490085,3108734.5,210759.94
1336,200.1648045,13.916677,0,0,0,0,0,0,0,0,102701.195,0,0,53859.086,609562.7,978822.9,324239.5,463112.38,580445.94,516470.3,6508671.5
1348,365.1499501,14.112869,165169.69,0,0,360560.3,0,0,0,0,262326.12,0,0,429289.97,617506.5,382174.12,388605.03,409068.66,610695.2,469988.4,0
1742,457.2583926,17.26106,0,0,0,0,0,0,0,0,0,2400790.8,0,0,0,0,0,0,0,0,0
2016,271.2055952,19.93272,0,0,1377925.6,0,0,0,0,0,0,0,1417423.2,0,0,430838.88,0,0,0,49672.668,0
1010,381.2365827,10.910061,0,0,0,0,0,0,0,0,0,0,0,229102.75,363403.2,331169.56,0,0,248252.53,0,815257.44
2556,818.5834087,24.768013,0,0,0,0,0,0,206650.39,0,0,0,0,0,0,0,0,0,0,0,1277790.4
290,475.3260178,6.9382076,0,0,0,0,0,0,0,0,0,0,0,443460.5,51925.703,0,0,0,0,0,0
908,275.1391734,10.347055,533712.4,0,304399,584724.4,529993,171046.97,0,105533.08,389107.25,498161.72,433229.47,0,0,0,305895.25,228360.2,160872.78,464167.97,0
2716,522.3579256,26.181831,0,0,0,0,0,0,0,0,0,949915.4,0,0,0,0,0,0,0,0,0
2928,535.4001853,27.828743,0,364531.62,0,0,0,0,2300786.5,209404.45,0,0,0,0,0,0,0,0,0,0,4626935
2174,560.3346055,21.511711,0,0,0,0,0,0,0,0,0,1041596.44,0,0,0,0,0,0,0,0,0
457,243.1341547,7.722052,1803536.6,736093.3,870426.1,2261463,1549904.6,830767,773630,877004.75,1620922.9,1515343,1180381.6,701200.25,854443.3,912825.2,1544233.5,1295022.2,1405309.6,1910211.5,317937.44
977,205.0974111,10.677917,1415211.9,519413.22,656689.1,1838299.4,1203314.4,503374.78,300220.1,482065.9,1382824.9,1099502.2,836912.75,817718.94,1006879.56,1036250.25,1382426.8,1231519.2,1411668.2,1656427.8,0
441,425.1458185,7.61288,0,1801787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,268.2271085,21.181902,0,0,0,0,0,0,152733.4,0,263076.22,0,0,0,0,1176558.6,639578.8,864570.56,0,790013.2,9024614
2336,455.3272,23.199736,0,950997.2,0,0,0,113917.81,1824863.4,899858.3,0,0,0,966503.56,710408,0,0,0,0,0,4165200.8
1914,421.1987787,19.106087,0,0,985382.25,0,0,0,0,0,0,0,964087.5,0,0,0,0,0,0,0,0
435,293.0990141,7.61288,0,8.18E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,270.2428025,23.629066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764915.7
2010,357.2033058,19.932272,5091128.5,0,1.57E+07,6098709,4688103,0,0,0,587903.94,6464729,1.60E+07,0,0,9162069,813830.75,0,4602414.5,6764411,0
2279,543.3798737,22.806038,0,0,0,0,0,0,0,0,0,0,0,53019.383,0,0,0,0,0,0,1158521.9
2317,237.1797914,23.071304,0,0,1074199.8,0,0,0,0,0,0,0,154527.69,0,0,0,0,0,0,0,0
1833,253.1183632,18.104,373839.75,432388.38,681696.3,433707,528995.7,704256.25,484077.28,693246.2,0,627802.06,651569.8,1431019.2,0,0,0,0,0,0,0
736,211.1145651,9.309443,0,135929.62,101757.61,0,103511.79,144637.72,213288.16,448810.25,0,79387.56,72638.58,0,0,0,0,0,0,0,75103.86
2029,350.2304171,20.040907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931219.3
403,259.1153814,7.450576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234033.5
1239,528.3646094,12.879607,51755.516,0,0,383313.1,0,0,0,0,2261336.2,0,0,2239829.8,3611982,2191791.5,1736731.6,1889063.5,3673777.8,3022329.8,843101.3
1661,727.4388636,16.524841,0,0,789649.6,0,0,0,0,0,0,0,781362.3,0,0,104784.74,0,0,0,0,0
3180,637.4672632,29.95845,0,115032.15,0,0,0,0,789871.94,0,0,0,0,0,0,0,0,0,0,0,5241343.5
668,183.101874,8.914904,0,1404728.8,365287.22,0,0,1135754.2,2497597,2267789.8,0,0,0,0,0,0,0,0,0,0,0
810,197.0686843,9.634352,716462.56,65786.586,893944.7,533809.44,884274.5,706031.25,0,225922.9,223896.44,885820.06,1060398.2,0,0,0,0,0,0,0,0
2539,319.2436879,24.595938,0,0,0,0,0,0,572699.6,0,1138526.8,0,0,0,0,2312004.2,1683302.1,2190696.5,0,1814073.1,4343542
1173,307.1627452,12.407325,876052.9,700620.8,912825.94,891425.06,997604.9,843443.3,574046.06,745814.25,478869.34,1120017.4,1044639.44,0,0,0,105951.79,0,0,380238.1,0
1326,272.0918521,13.864703,290134.1,608042.4,953491.5,162845.73,391658.4,1077918.2,752775.1,1004167.4,0,641522.6,786472.2,0,0,0,0,0,0,0,0
3297,389.244661,31.547138,0,0,0,0,0,0,0,0,0,1672939.6,0,0,0,0,0,0,0,0,0
594,234.2065976,8.462821,0,0,0,286821.94,49428.78,0,0,0,787923.6,0,0,3033246,3246677.5,710813.5,1032255.75,922921.4,2621549.5,5056358.5,50458.508
2487,336.2508868,24.267023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6697321.5
474,138.0914274,7.8618913,589005,564563.56,913385.9,571671.2,782634.25,746717.75,573797.94,711720.44,208180.58,882766.2,1017851.44,0,0,0,0,0,0,152317.02,0
2075,616.4629976,20.569067,0,3527646.8,1044494.44,0,0,2734567,6740752,4390105,0,53488.133,937340.06,8858898,674262.75,0,0,0,0,0,1.06E+07
498,318.0297859,7.974323,0,46509.1,419314.2,0,0,518531.1,476015.47,520066.9,0,51641.445,296323.25,0,0,0,0,0,0,0,0
672,243.113034,8.917847,324792.62,374332.72,565814.7,313476.22,413365.7,505451.44,471657.28,539765.25,0,552647.7,595367.06,0,0,0,0,0,0,0,0
131,215.1024116,5.1116533,1150063.6,398592.7,412778.1,1596630.5,1003239.6,313613.44,311510.75,385305.2,1158003.4,909649,678169.4,599438.5,757343.2,783020.6,1108270.9,953577.94,1127957.9,1442119,0
2345,336.2299084,23.264135,0,0,0,0,0,0,0,0,276868.16,0,0,0,0,878111.56,512434,876996.56,0,523961.75,1371221.2
2167,336.2510082,21.348753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3286652.8
2679,648.2675055,25.892096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831136.4,0
570,236.1646924,8.200683,172100.5,383505.88,170003.38,323373.34,162481,258043.3,603541.44,474090.3,156194.47,207747.69,156046.55,175133.86,332831.28,178835.98,229567.48,220354.17,426706.8,317054.12,591804.2
422,245.092136,7.5359106,1452754,353161.66,438348.16,1998271.1,1160705.1,333892.3,305775.88,339725.06,1668915.2,914205.8,671088.7,1747951.2,2165827.2,1780856.1,1929869,2073428.5,2564897.2,2258509.8,0
2640,716.5150926,25.614487,0,0,0,0,0,0,1046881.8,48175.96,0,0,0,0,0,0,0,0,0,0,2149089.2
530,139.0390282,8.049968,1992127.1,47342.734,58128.414,2812798,1516038.2,0,0,0,2307580.8,962968.75,488378.9,1760630,2392894.5,2210324.5,2381558.8,2565109.8,3258761.2,2873384.5,0
2109,537.2459394,20.820833,0,0,0,0,0,0,0,0,0,1355933,0,0,0,0,0,0,0,0,0
2210,674.5048508,22.034895,0,3159996.2,591984.2,0,0,2089598,5845472.5,3673430.8,0,0,526848.7,5416439,2094512.5,0,0,0,0,0,1.00E+07
1152,246.1702459,12.182937,0,544120.75,154965.14,0,0,373363.1,625258.3,621448.6,0,0,0,0,0,0,0,0,0,0,107471.38
1994,171.1380673,19.858982,0,0,0,0,0,0,0,0,0,0,0,743464.56,1009878.94,953228.1,409399.25,104734.125,1014997.44,0,0
817,152.1070684,9.640339,1.84E+07,1.73E+07,1.37E+07,1.89E+07,1.58E+07,1.94E+07,1.37E+07,1.42E+07,2.27E+07,1.60E+07,1.50E+07,7667973,9460835,1.74E+07,2.01E+07,1.44E+07,1.94E+07,1.70E+07,1.83E+07
1473,144.138481,15.478307,0,0,0,0,0,0,150477.56,0,0,0,0,311282.06,444503.44,161196.17,0,0,404829.66,0,755323.44
815,180.1018852,9.63658,1.66E+08,9.81E+07,1.16E+08,1.56E+08,1.67E+08,1.62E+08,1.15E+08,1.20E+08,1.18E+08,1.32E+08,1.15E+08,6.11E+07,8.07E+07,1.47E+08,1.73E+08,1.77E+08,1.06E+08,1.39E+08,1.53E+08
2246,237.184953,22.4592,0,0,1673477.2,0,0,0,0,0,0,0,1343301.9,0,0,0,0,0,0,0,0
620,199.0603524,8.571545,1339465.4,475531.7,849021.3,1609824.4,1367987.1,664458.5,349568.78,563116.8,1052640,1303011.6,1117036,0,48441.133,366474.4,712664.06,654852,555786.94,1071369.8,0
1312,342.1086156,13.708842,470466.7,0,0,710099.4,343212.34,0,0,0,621056.1,288915.7,102294.58,804804.75,1105812,766725.44,769296.75,819604,1184195,837114.75,0
2216,336.250856,22.069113,0,0,0,0,0,0,0,0,283632.34,0,0,0,0,1262428.6,751711,1132173.6,0,899433.56,4816765
1758,408.1552851,17.399437,5368472.5,2382791.2,1589243.9,7982990.5,4288504.5,1272878.6,1094850.8,1269694.2,6707710,3313961.2,2259181.8,1.45E+07,1.58E+07,9672754,9260869,1.05E+07,1.58E+07,9925558,449694.5
814,134.0965215,9.643482,2975119.5,1740958,1760230.2,2156845.2,2908012.8,1541922.9,1986757.8,2082872.9,2076150,2311162.8,2011616.2,909437.25,1380082.4,1939275,2380433,2439527.8,1829194.9,2489827,2185073.5
360,283.1078515,7.231157,640065.25,0,265583.22,802003.7,624322.5,0,0,0,424406.7,600614.06,530774.94,0,0,0,209213.34,96062.01,95123.31,493588.2,0
2463,364.2957711,24.071978,0,0,0,0,0,0,229235.62,0,313254.78,0,0,0,0,986387,618118.25,885702.7,0,741027.2,4684661
1343,242.0813082,13.9737625,428210.3,0,0,654850.3,322303.66,0,0,0,546060,106924.945,0,558979.06,671054.75,522940.72,655343.25,673867.4,899533.9,710996.25,0
1459,315.1914427,15.358792,756239.8,654637.56,568403.8,903209.06,746647.5,671432.94,1012368.94,918416.8,652965.25,798944.4,649359.56,0,0,0,342644.16,55701.535,216258.97,665579.44,823102.25
1499,408.1192438,15.638751,51298.758,0,0,323835,0,0,0,0,231469.97,0,0,686913.6,1146730.4,572711.56,464938.78,572424.4,1006316.9,469460.84,0
2582,354.3109152,25.057137,0,0,0,0,0,0,0,0,215419.28,0,0,0,0,769103.2,448146.03,659343.44,0,497008.62,2339502.8
3006,801.4409084,28.39061,3.23E+07,8.19E+07,4.88E+07,3.06E+07,2.76E+07,7.04E+07,1.05E+08,9.48E+07,4.04E+07,3.55E+07,5.36E+07,1.06E+07,1.44E+07,1.05E+07,1.62E+07,1.39E+07,1.75E+07,3.12E+07,1.26E+08
2639,280.2635663,25.586506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3617105.2
2037,252.2322715,20.116985,0,0,0,0,0,0,0,0,0,0,0,0,0,763797.75,275800.72,658003.2,0,535990.1,7874664
2749,395.2765487,26.350517,0,1845460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,528.3744755,24.216917,0,415334.25,0,0,0,0,1312613.9,302408.12,0,0,0,0,588517.6,0,0,0,0,0,3696992.8
2721,788.5724474,26.254467,0,160411.48,0,0,0,0,1233866,405900.5,0,0,0,0,0,0,0,0,0,0,2997655.2
3158,367.2628701,29.751055,0,0,0,0,0,0,0,0,0,1701826.9,0,0,0,0,0,0,0,0,0
2494,506.361694,24.341434,0,809432.44,0,0,0,103469.75,1824068.4,768136.7,0,640812.4,0,0,905654.1,0,0,0,0,0,4658685.5
604,500.2506592,8.491119,656933.75,0,0,1016260.94,490043.44,0,0,0,705968.9,402267.2,230146.88,213081.55,373686.94,299007.25,649950.75,619791.5,671192.7,876000.44,0
2084,795.3599982,20.609465,7161243,488800.2,3328885.2,6655516.5,7564467,7243644,3526434.5,4973346,3878010.2,5460617,0,3566512,3586086.2,0,2438928.5,0,7145430,4198075.5,5014899
2792,357.2058139,26.77199,0,0,0,0,0,0,0,0,0,686196.56,0,0,0,0,0,0,0,0,0
1522,230.1752239,15.859431,0,1221351.8,52550.945,0,0,936958.1,1559860.5,1517031.4,0,0,0,0,0,0,0,0,0,0,52486.28
1083,236.1283426,11.51426,456144.44,462815.62,759720.94,374201.56,566842.25,676770,426721.84,540599.75,0,712821.2,799015.4,0,0,0,0,0,0,51657.137,0
2223,658.4737046,22.215162,0,763504.8,0,0,0,418510.9,1698567.5,1001223.75,0,0,0,1106418.8,533942.06,0,0,0,0,0,2876206
3187,651.4646243,30.073746,0,104725.6,0,0,0,0,1037420,0,0,0,0,0,0,0,0,0,0,0,4139320.2
1037,239.102901,11.140277,0,0,0,301292.4,0,0,0,0,214641.19,0,0,431500.62,653241.75,420621.94,404261,437129.25,670089.7,358473.38,0
3024,507.2716957,28.462427,0,572787.9,0,0,0,0,180914.34,0,0,0,0,0,0,0,0,0,443525.44,0,0
679,293.0994276,8.972332,0,1156893.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,352.1293361,15.586538,593117.1,0,207612.36,780484.56,545822.25,0,0,0,599630,436251.16,365618.3,388837.22,400015.12,312159.9,535193.06,482234.4,597101.1,697320.7,0
1743,294.2430285,17.267803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1577085.2
