row_IDs_x_x,IDs,cor_coeffs_x_x,p_values_x_x,adjusted_p_values_x_x,row_IDs_y_x,cor_coeffs_y_x,p_values_y_x,adjusted_p_values_y_x,row_IDs_x,cor_coeffs_x,p_values_x,adjusted_p_values_x,row_IDs_x_y,cor_coeffs_x_y,p_values_x_y,adjusted_p_values_x_y,row_IDs_y_y,cor_coeffs_y_y,p_values_y_y,adjusted_p_values_y_y,row_IDs_y,cor_coeffs_y,p_values_y,adjusted_p_values_y
7777,777.0_7.77,0.943369000651234,1.3833775944804289e-08,3.220503039950439e-05,7777,0.9448444386971022,3.6197127512193632e-09,8.426691284838678e-06,7777,0.9443153834764613,1.2466516939716307e-09,2.902205143565956e-06,7777,0.9423221543856676,1.5822207221292086e-08,3.6834098411167975e-05,7777,0.9437132445662809,4.242728478831346e-09,9.877071898719373e-06,7777,0.9443153834764613,1.2466516939716307e-09,2.902205143565956e-06
2119,787.1266069_20.949766,0.93362055194095,4.4242008761489524e-08,0.0001029953963967476,2119,0.9254814350681371,3.7774563980657095e-08,8.793918494696971e-05,2119,0.9255831686757464,1.3745175087227411e-08,3.1998767603065414e-05,2119,0.930904756623548,5.9287875030238525e-08,0.0001380221730703953,2119,0.9235224933271471,4.619789059089803e-08,0.00010754868929561061,2119,0.9255831686757464,1.3745175087227411e-08,3.1998767603065414e-05
2120,383.0759826_20.949451,0.9096651865757216,4.1560738981645734e-07,0.0009675340034927127,2120,0.9029368512015628,2.91037854884008e-07,0.0006775361261699706,2120,0.9025219796050005,1.258379891250358e-07,0.00029295083868308337,2120,0.9057490898542697,5.64735085953463e-07,0.001314703280099662,2120,0.8998758627112279,3.694156113013695e-07,0.0008599995431095882,2120,0.9025219796050006,1.2583798912503467e-07,0.0002929508386830807
2118,405.0580054_20.94552,0.8725089869582963,4.925587940221601e-06,0.011466768724835888,2118,0.8746791182168698,2.0497680863682343e-06,0.004771860105065249,2118,0.8737687685790798,1.0235261351580672e-06,0.0023827688426479804,2118,0.8682213015225722,6.23110866376031e-06,0.014506020969234,2118,0.8715126868584528,2.476778710179731e-06,0.0057659408372984135,2118,0.8737687685790799,1.0235261351580598e-06,0.002382768842647963
954,268.1294665_10.531303,0.8692541855195188,5.892411636937779e-06,0.01371753429079115,954,0.8729576562184282,2.2732801098013165e-06,0.005292196095617465,954,0.863191179300717,1.953687720981105e-06,0.0045481850144440126,954,0.8551644931752274,1.2163709811260659e-05,0.028317116440614812,954,0.8591176022334202,4.9675016073225695e-06,0.011564343741846941,954,0.8631911793007171,1.953687720981092e-06,0.004548185014443982
913,350.1501304_10.3947735,0.869000696937627,5.9740476936926155e-06,0.01390758303091641,913,0.8677598517339644,3.080040190113795e-06,0.007170333562584915,913,0.858226477198589,2.5987808174740955e-06,0.0060499617430796945,913,0.8573347909461166,1.093347500436371e-05,0.025453129810158716,913,0.8578322441679579,5.319244532798496e-06,0.012383201272354899,913,0.8582264771985889,2.598780817474112e-06,0.006049961743079733
1759,430.1375249_17.39666,0.8679929185501101,6.308193446955936e-06,0.01468547434451342,1759,0.8718047336219682,2.4344314093021157e-06,0.005667356320855325,1759,0.863143051757028,1.9592020476291178e-06,0.004561022366880586,1759,0.8552011995497275,1.2141965881547469e-05,0.02826649657224251,1759,0.8591501785444452,4.9588531060480225e-06,0.011544210030879796,1759,0.863143051757028,1.9592020476291178e-06,0.004561022366880586
1243,329.1246195_12.920888,0.8648868810668303,7.439920594484266e-06,0.017320135143959373,1243,0.8615428687014033,4.357943020036505e-06,0.010145291350644983,1243,0.8521722599771986,3.628739226338475e-06,0.00844770491891597,1243,0.8566474293617278,1.13111114857217e-05,0.02633226753876012,1243,0.855641342311461,5.968152919263748e-06,0.013893859996046006,1243,0.8521722599771984,3.6287392263385183e-06,0.00844770491891607
