"row ID","MZ_RT","cor"," p_value","p_value_corrected","C7","C8","C9","C10","C11","C12","C13","C14","C15"
"2109","253.1799486_19.804903","0.270118017848388","0.482089865494301","1","1.342358e-04","3.248717e-03","6.493264e-04","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"2175","405.3010114_20.056238","-0.440612468014169","0.235221660448422","1","4.281320e-04","1.079308e-10","8.835574e-11","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"4610","309.2784838_28.158638","0.15392834706305","0.692545541589989","1","1.486861e-10","1.079308e-10","8.835574e-11","9.904960e-11","3.782839e-04","9.484368e-04","9.778323e-10","1.223669e-09","1.488487e-09"
"3648","408.3106628_25.343225","0.454407353273858","0.219148253766195","1","1.486861e-10","1.079308e-10","8.772606e-05","6.653896e-04","3.032134e-04","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"3975","427.1653793_26.31242","-0.302235234979656","0.429254829746711","1","1.486861e-10","1.079308e-10","8.835574e-11","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.141150e-03","1.488487e-09"
"2335","262.1439631_20.568604","0.705047554925211","0.033892491784852","1","1.486861e-10","1.079308e-10","1.070589e-04","2.712201e-05","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"638","535.287804_14.850379","-0.440615093768692","0.235218542043241","1","2.311897e-04","1.079308e-10","8.835574e-11","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"3483","774.5569758_24.89928","0.812993159255678","0.0077147285452499","1","1.486861e-10","1.413893e-03","3.631421e-03","1.396599e-03","3.390590e-04","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"5","123.0477672_4.4609346","-0.340111103296834","0.370493071499819","1","1.486861e-10","1.079308e-10","8.835574e-11","9.904960e-11","1.534130e-10","3.941499e-10","2.396295e-03","1.226956e-03","1.488487e-09"
"1028","380.1241545_16.333647","-0.432664228547559","0.244763581366748","1","1.793648e-04","1.219290e-05","8.835574e-11","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"1041","279.2320017_16.392569","-0.438263096373855","0.238020792905423","1","1.448842e-03","3.193993e-05","8.835574e-11","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"1825","237.1850896_18.801647","-0.0126408886310118","0.974251622008478","1","1.309619e-04","3.405343e-04","8.835574e-11","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"2999","558.3845457_22.97721","0.156481911788732","0.687651108969433","1","1.486861e-10","1.762855e-04","8.835574e-11","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"388","326.0999073_11.559019","-0.440614421087832","0.23521934093204","1","2.620742e-04","1.079308e-10","8.835574e-11","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"2699","305.2112229_21.968264","0.728489874391564","0.02601505345919","1","1.486861e-10","9.211898e-05","3.157713e-04","4.337846e-05","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"4211","667.4782755_26.981491","0.833023927004808","0.00529828975538723","1","1.486861e-10","7.467309e-04","2.067524e-03","9.188394e-04","2.812315e-04","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"5397","507.3471926_31.281559","0.053458621421222","0.891354016767201","1","1.486861e-10","1.079308e-10","8.835574e-11","9.904960e-11","3.062593e-05","4.190402e-04","9.778323e-10","1.223669e-09","1.488487e-09"
