row_IDs_x,IDs,cor_coeffs_x,p_values_x,adjusted_p_values_x,row_IDs_y,cor_coeffs_y,p_values_y,adjusted_p_values_y,row_IDs,cor_coeffs,p_values,adjusted_p_values
4299,462.3527909_27.242655,0.9364226076555406,0.0018912813220380445,1,4299,0.8762354381172277,0.00431041745019286,1,4299,0.8873603378681731,0.0014122533029160484,1
3916,433.3321921_26.053377,0.9301266662487147,0.0023865971813027665,1,3916,0.9088628346708291,0.0017654621181438235,1,3916,0.9041211091343313,0.0008172859691975662,1
267,470.3703066_9.179981,0.9295624077929645,0.0024343175014509446,1,267,0.8572239389507794,0.006519321986487318,1,267,0.8513551616853325,0.003593945424423531,1
227,485.3337407_8.532546,0.919749608091029,0.003354599458266819,1,227,0.9068721692265507,0.0018807902706816145,1,227,0.9058132239795804,0.0007692152235861568,1
4060,528.3923249_26.496937,0.9148663306446219,0.003877993442210602,1,4060,0.8922411375447026,0.0028808600242391375,1,4060,0.8871318205535341,0.001421977413704855,1
3879,447.3295552_25.989569,0.9111324574060943,0.004308403408483293,1,3879,0.8889669079448432,0.003143486972197868,1,3879,0.8841095772778305,0.0015549928152309997,1
4127,506.3793726_26.650297,0.9098180487562318,0.004466240166123755,1,4127,0.8869307382922385,0.0033143458965917715,1,4127,0.8821918432480447,0.0016437310799686405,1
3499,477.3010551_24.94286,0.9090847280086038,0.004555741409714681,1,3499,0.8932133215468993,0.002805713810294603,1,3499,0.8911130306798154,0.0012590945418915413,1
4257,645.4653914_27.12685,0.9090115737446882,0.004564726679668685,1,4257,0.8871422496619504,0.0032963251818894667,1,4257,0.8824434260357575,0.0016318946148436277,1
4200,520.3765646_26.920593,0.9084421966238951,0.004635014364514433,1,4200,0.8771711741367012,0.004216477512902039,1,4200,0.8731855329064029,0.002107810210365313,1
3940,425.3167038_26.125835,0.9084134631433725,0.004638578022059892,1,3940,0.885021549423767,0.0034798930561345037,1,3940,0.8808321843527841,0.001708732141606185,1
4229,498.3633407_27.039175,0.9083282126686769,0.004649160573774078,1,4229,0.8620231606309596,0.005906067917798834,1,4229,0.860905207821432,0.0028766396122467423,1
3986,550.4054396_26.337746,0.9051086269356744,0.005059160704130972,1,3986,0.8833570165351224,0.0036285023185075468,1,3986,0.878760047376082,0.001811188197605409,1
4298,623.452349_27.243214,0.9047929290075518,0.005100453014181095,1,4298,0.8847393860792229,0.003504802709975685,1,4298,0.8808975444220624,0.0017055674145186627,1
229,507.3157224_8.5325775,0.9029347361536737,0.005347470228781978,1,229,0.8987684781275869,0.0024005845208461777,1,229,0.9015498273675866,0.0008942861643961991,1
4351,601.4392267_27.380035,0.9028817075099393,0.005354619467917299,1,4351,0.8710956157292855,0.004850451670913314,1,4351,0.8690899538096707,0.002346029694691985,1
4167,542.3894919_26.795519,0.9001346357361837,0.005732603767162616,1,4167,0.8768175992413603,0.004251816876524155,1,4167,0.8715771208451,0.0021992651395395905,1
3857,469.3424752_25.87965,0.8975770353554712,0.006098061124376967,1,3857,0.8765248539059554,0.0042812202135713694,1,3857,0.8723320077288695,0.0021560075488567497,1
4147,564.4026527_26.688196,0.8938717634331063,0.006650923865743303,1,4147,0.8695641910330497,0.005019346632759732,1,4147,0.863937691874379,0.0026713223854222183,1
3905,424.8188975_26.038692,0.8889336646069081,0.007431349613519276,1,3905,0.8649075850873678,0.00555596138244012,1,3905,0.8609279477683535,0.002875060819103464,1
4398,637.4495499_27.55468,0.8875821754910832,0.007653721455758316,1,4398,0.8556623760934876,0.0067272796038873395,1,4398,0.8518903961176761,0.0035508060176729973,1
563,390.2386864_14.100427,0.8872716435072046,0.007705352672205724,1,563,0.8715204137444597,0.004804258519160655,1,563,0.8698065808690967,0.002303069611675497,1
216,299.2204772_8.249491,0.8864818592708821,0.00783757379637344,1,216,0.8839608268424061,0.0035741305780110128,1,216,0.8877779335658869,0.0013946027663521866,1
3467,499.3140526_24.840929,0.8862297428526175,0.007880055933092281,1,3467,0.8712721968328998,0.004831215494732832,1,3467,0.8699198827406378,0.0022963275631693344,1
3957,572.4184921_26.233183,0.8835418596372505,0.008341251233368631,1,3957,0.8675999585964216,0.005241438967908635,1,3957,0.86585336954897,0.0025469644454917196,1
4559,718.512197_28.007515,0.8835381029956566,0.00834190643680433,1,4559,0.8577687111412264,0.006447753039668554,1,4559,0.8526991933785455,0.0034862946800812175,1
218,619.4153565_8.249505,0.8806417965768547,0.00885593269497638,1,218,0.8806256519379387,0.003881117000528289,1,218,0.8865967460444273,0.0014449281473777988,1
3442,521.327381_24.758995,0.8729468253957517,0.010308577150060134,1,3442,0.8597330974952855,0.006193862317554505,1,3442,0.859329274879357,0.002987515115612007,1
3801,491.3556089_25.761276,0.8702515347266242,0.010847627056138941,1,3801,0.8558583205035537,0.006700955881085581,1,3801,0.8549691369031032,0.0033095488392639624,1
274,203.1181489_9.327142,0.8681291124968822,0.011283262115683295,1,274,0.8623598012577938,0.005864498996538439,1,274,0.8519660277450983,0.003544739007387294,1
417,356.2545009_12.19899,0.8615945555891102,0.012686787024742591,1,417,0.8502030214721595,0.007487480654443977,1,417,0.8536899222588736,0.00340837536124282,1
116,371.2653765_6.5468574,0.8604875376375798,0.012933941073078034,1,116,0.8574490065880241,0.006489692680727216,1,116,0.8653489747227062,0.002579311681214882,1
