row_IDs,IDs,cor_coeffs,p_values,adjusted_p_values,delta_cor_p,indexes,C7.mzML Peak area,C8.mzML Peak area,C9.mzML Peak area,C10.mzML Peak area,C11.mzML Peak area,C12.mzML Peak area,C13.mzML Peak area,C14.mzML Peak area,C15.mzML Peak area
117,393.2472234_6.5500836,0.8562556423550685,0.0032121645865791147,1,0.8530434777684893,0,-0.8299034420876985,0.13090458003412217,1.1736672716102332,1.1824864130272257,1.662384044914124,-0.8298981730501952,-0.8298856448473095,-0.8298803676217795,-0.8298746819787227
3801,491.3556089_25.761276,0.8549685250885053,0.0033095956283806746,1,0.8516589294601247,0,-0.7178096270550535,0.8134214775476627,2.355125648194473,0.4623100978722348,-0.04181149133551861,-0.7178094580118748,-0.7178090560775109,-0.717808886771641,-0.7178087043627714
361,356.2544007_11.006785,0.8548996486033373,0.003314865933204143,1,0.8515847826701332,0,-0.8136941708607415,-0.19037456270216177,1.3794141058476923,1.6778747370437759,1.0196634656671528,-0.7370815890928188,-0.43031668883090085,-0.9527432748565509,-0.952742022215449
417,356.2545009_12.19899,0.8536892647717458,0.003408426670759981,1,0.8502808381009858,0,-0.7617646523335119,0.9149610892376132,2.107187360057601,0.8992157166576066,-0.11259763152794583,-0.7617606617518557,-0.76175117333645,-0.7617471765534736,-0.7617428704495842
217,597.4335226_8.2433195,0.8536568733386256,0.0034109551173110366,1,0.8502459182213146,0,-0.787046095919101,0.5435593937154994,1.840686848614799,1.488494975212849,0.06230391452163048,-0.7870330573080011,-0.787002055371669,-0.7869889964987102,-0.7869749269672969
4559,718.512197_28.007515,0.852698736122317,0.003486330922433391,1,0.8492124051998835,0,-0.6725213266727962,-0.24323786850366272,2.3589792387880255,1.0341030468489796,0.21275698849922747,-0.6725209589184671,-0.6725200845081323,-0.672519716182317,-0.6725193193508564
274,203.1181489_9.327142,0.8519652902920856,0.003544798129911174,1,0.8484204921621744,0,-0.6207546906500473,0.7292412595955025,2.071098043357115,1.0901749448508453,-0.042935203724166725,-0.8067126386978652,-0.8067065400858013,-0.8067039711817396,-0.8067012034638432
4398,637.4495499_27.55468,0.8518899385672736,0.0035508427430984537,1,0.8483390958241751,0,-0.6841092272865388,-0.31286673363469225,2.2497806361986536,1.1890286407020856,0.2946004952958932,-0.6841090093611537,-0.6841084911994522,-0.6841082729354134,-0.6841080377793813
267,470.3703066_9.179981,0.8513553416482247,0.0035939308593931,1,0.8477614107888316,0,-0.6628661096225786,-0.6628672065910087,2.113652514085041,0.6488636855404956,1.2145876414939518,-0.6628595030996896,-0.662843794754651,-0.6628371779652978,-0.6628300490862625
4206,484.3660419_26.943928,0.8506199041406333,0.0036537915524225174,1,0.8469661125882108,0,-0.7407554303263243,-0.4971287622856559,1.666736617655561,1.367740807378536,1.1664255178604483,-0.7407552213242955,-0.7407547243796792,-0.7407545150528634,-0.7407542895257282
