row_IDs_x_x,IDs,cor_coeffs_x_x,p_values_x_x,adjusted_p_values_x_x,row_IDs_y_x,cor_coeffs_y_x,p_values_y_x,adjusted_p_values_y_x,row_IDs_x,cor_coeffs_x,p_values_x,adjusted_p_values_x,row_IDs_x_y,cor_coeffs_x_y,p_values_x_y,adjusted_p_values_x_y,row_IDs_y_y,cor_coeffs_y_y,p_values_y_y,adjusted_p_values_y_y,row_IDs_y,cor_coeffs_y,p_values_y,adjusted_p_values_y
3879,447.3295552_25.989569,0.9793754090137301,0.020624590986269897,1,3879,0.978060281191511,0.003888176940157132,1,3879,0.9781973575431799,0.000707850827219791,1,3879,0.9916889993570595,0.008311000642940547,1,3879,0.9909522770235031,0.0010316978258952205,1,3879,0.9602000269183888,0.0023445344539051284,1
3433,477.3012517_24.735668,0.9793753555919789,0.020624644408021142,1,3433,0.9792443976526514,0.0035783278643321667,1,3433,0.9788786243962665,0.0006644575061758875,1,3433,0.9933494300501612,0.006650569949838814,1,3433,0.9930488600950311,0.0006949675995748363,1,3433,0.9748871419773955,0.0009380646743453184,1
2789,309.2062146_22.274086,0.9793729305441139,0.020627069455886105,1,2789,0.9792430685921388,0.0035786708524980664,1,2789,0.978877136157563,0.0006645508144910806,1,2789,0.9933480969374248,0.006651903062575237,1,2789,0.9930481329776186,0.0006950765710847409,1,2789,0.8657700830014425,0.025817250710416306,1
4365,659.4625448_27.447262,0.9793627928565629,0.020637207143437086,1,4365,0.9780450986438811,0.003892204707222348,1,4365,0.9781847950102498,0.0007086637905265133,1,4365,0.9916704228301909,0.008329577169809088,1,4365,0.9909337531412511,0.0010348649373600862,1,4365,0.9305521604883593,0.007067030070486505,1
2731,256.1333504_22.06668,0.9793377402386954,0.020662259761304647,1,2731,0.978013568534432,0.003900573707192841,1,2731,0.9781588677444233,0.0007103430944099825,1,2731,0.9916325984021738,0.00836740159782623,1,2731,0.9908953860656761,0.0010414349741274807,1,2731,0.8676398685442037,0.025119384499867493,1
3797,892.6557612_25.772701,0.9792948032153511,0.020705196784648883,1,3797,0.9779638514021657,0.003913782125593542,1,3797,0.9781174269191262,0.0007130313046728817,1,3797,0.9915710577045789,0.008428942295421127,1,3797,0.990834884193013,0.0010518234233130993,1,3797,0.9424231558498997,0.004877203177435359,1
4859,533.7181217_28.897556,0.9792908035526681,0.020709196447331935,1,4859,0.9779589640935824,0.003915081339652105,1,4859,0.9781133845591178,0.0007132937968544325,1,4859,0.9915651521392335,0.008434847860766537,1,4859,0.9908289552734769,0.0010528432871070512,1,4859,0.8676334695275891,0.025121757318679622,1
3885,876.624697_25.998201,0.9792159323561092,0.020784067643890847,1,3885,0.9791566357779862,0.0036009997216008534,1,3885,0.97878103458905,0.0006705898785037431,1,3885,0.9932578976592399,0.006742102340760114,1,3885,0.9929973527070668,0.0007027009308342531,1,3885,0.9201501476923166,0.00930943708455746,1
2464,147.1168501_21.028149,0.9791111471737562,0.020888852826243753,1,2464,0.9790966046567664,0.003616535024057863,1,2464,0.978715492444261,0.0006747241298193722,1,2464,0.9931950733429762,0.006804926657023813,1,2464,0.9929599444629424,0.0007083352181653729,1,2464,0.8654608514433152,0.025933541809036238,1
3940,425.3167038_26.125835,0.9791048232809584,0.02089517671904162,1,3940,0.9790931964458277,0.003617417689275999,1,3940,0.978711721179186,0.0006749623965130731,1,3940,0.9982588757878519,0.0017411242121481152,1,3940,0.992957640260462,0.0007086827571221921,1,3940,0.9342320883018583,0.006345890452283891,1
4298,623.452349_27.243214,0.9790990222988313,0.02090097770116872,1,4298,0.9790898419188477,0.003618286520831632,1,4298,0.9787080789039517,0.0006751925533323481,1,4298,0.9943714444703899,0.0056285555296100576,1,4298,0.9929554912229378,0.000709006943876625,1,4298,0.9442351049171522,0.004577878582386391,1
341,300.1708254_10.592789,0.9790474561042102,0.02095254389578982,1,341,0.9790593925138383,0.003626176152158807,1,341,0.9786752401739068,0.0006772694044380806,1,341,0.996758425707419,0.0032415742925809843,1,341,0.9932134354316985,0.0006704497553827504,1,341,0.9932199449853314,6.879788233346417e-05,0.20749441311772793
4509,740.5250758_27.855093,0.978954520331648,0.02104547966835202,1,4509,0.9775670344572251,0.004019732010103769,1,4509,0.9777856847603708,0.0007347325888388825,1,4509,0.9910877396211496,0.0089122603788504,1,4509,0.9903574868899194,0.0011349848475317754,1,4509,0.9325983992035882,0.006661361764568348,1
3467,499.3140526_24.840929,0.9788877175255406,0.0211122824744594,1,3467,0.9789650741328872,0.0036506506458146935,1,3467,0.9785739670837437,0.0006836942529778566,1,3467,0.9930547714425867,0.006945228557413308,1,3467,0.9928727275953018,0.0007215294290824693,1,3467,0.9745927799671613,0.0009600897235947414,1
3195,309.2060939_23.733383,0.9788861999059075,0.021113800094092472,1,3195,0.9789641643878644,0.003650886978620122,1,3195,0.9785729969632018,0.0006837559438263336,1,3195,0.9930537936643443,0.00694620633565568,1,3195,0.9928721048275799,0.0007216239324157928,1,3195,0.8652079301574656,0.026028841178749214,1
4144,555.8895618_26.667402,0.9788786311513876,0.021121368848612376,1,4144,0.977480126410118,0.004043060919755545,1,4144,0.9777125396461285,0.0007395608985402441,1,4144,0.9909823816873184,0.009017618312681552,1,4144,0.9902539756815634,0.001153291730276762,1,4144,0.8675270816631815,0.025161222609427332,1
3859,920.6507456_25.882572,0.9788286811867274,0.02117131881327261,1,3859,0.9774234027556881,0.004058311400051179,1,3859,0.9776646882204661,0.0007427280629096599,1,3859,0.9909135842771093,0.009086415722890706,1,3859,0.9901865821845734,0.001165263040947554,1,3859,0.9301612127243042,0.007145866498926435,1
4718,652.4731333_28.447767,0.9785597425420683,0.021440257457931655,1,4718,0.9771209924718561,0.004139935387561568,1,4718,0.9774085889248706,0.000759792771366646,1,4718,0.990547887520818,0.009452112479181984,1,4718,0.9898294038240448,0.0012293903762553987,1,4718,0.876709911667767,0.02186363666377767,1
4398,637.4495499_27.55468,0.9785529115683299,0.02144708843167009,1,4398,0.9787594226958686,0.0037042030048011487,1,4398,0.9783571475139045,0.0006975506981818509,1,4398,0.9928325356675421,0.007167464332457851,1,4398,0.9927270415281514,0.0007437485998608726,1,4398,0.9154825334072261,0.010412940563960615,1
4166,557.3950981_26.792624,0.978530393283005,0.02146960671699505,1,4166,0.9787452472324631,0.003707903831150264,1,4166,0.9783423660921391,0.0006985003694985704,1,4166,0.992817170363232,0.007182829636767973,1,4166,0.9927166990152494,0.0007453344765687159,1,4166,0.900711378375516,0.014297940522888491,1
3133,246.1489702_23.519537,0.978474824971728,0.021525175028272003,1,3133,0.9770260442027252,0.004165673530416168,1,3133,0.9773279164423404,0.0007652080688383763,1,3133,0.9904336289172914,0.009566371082708636,1,3133,0.9897179421721766,0.0012496343949075527,1,3133,0.8673960135132317,0.025209883716953447,1
4257,645.4653914_27.12685,0.9784675202933444,0.021532479706655616,1,4257,0.9770184114924877,0.004167744857238276,1,4257,0.9773213600515978,0.0007656490177648799,1,4257,0.9904241655785353,0.009575834421464702,1,4257,0.9897089727978565,0.0012512682075239167,1,4257,0.9651268775705477,0.0018029967953857758,1
2254,657.3944909_20.319145,0.9783839090763033,0.02161609092369665,1,2254,0.9769254447068312,0.0041930009927025795,1,2254,0.9772422148557918,0.0007709818575508684,1,2254,0.9903123912141318,0.009687608785868163,1,2254,0.9896001330469116,0.0012711502328989059,1,2254,0.9767796018744896,0.0008025202665462449,1
4200,520.3765646_26.920593,0.97820123973499,0.021798760265010042,1,4200,0.9785353148788143,0.003762854152565446,1,4200,0.9781249885884191,0.0007125404135458192,1,4200,0.9976660456005697,0.0023339543994302936,1,4200,0.9925595403448868,0.0007695701438182668,1,4200,0.9213697441402526,0.009031001389675558,1
2466,177.1638799_21.028149,0.978094744038467,0.021905255961533032,1,2466,0.9784658893725685,0.003781085147381411,1,2466,0.9780537871393594,0.0007171693424569386,1,2466,0.9925113007256692,0.007488699274330823,1,2466,0.9925063736156846,0.0007778272318446442,1,2466,0.8643627288566378,0.026348512717354434,1
2476,307.201648_21.04537,0.9780356617255824,0.021964338274417572,1,2476,0.9765442579273819,0.004297082561830354,1,2476,0.97691615027351,0.0007931458996782324,1,2476,0.9898540737316109,0.01014592626838906,1,2476,0.9891563338045672,0.001353288540390635,1,2476,0.8752517360176171,0.022372519738749996,1
4655,674.4860663_28.271473,0.9780248775936098,0.021975122406390213,1,4655,0.9765326385854717,0.004300268392205935,1,4655,0.97690616933152,0.0007938292636234476,1,4655,0.9898400760165482,0.01015992398345178,1,4655,0.9891428609698644,0.00135580868663019,1,4655,0.8877912525479545,0.018179805389845764,1
3495,333.2422844_24.945759,0.9774930123722279,0.022506987627772146,1,3495,0.9759597494075691,0.004458307717808685,1,3495,0.9764128287026631,0.0008279705585013021,1,3495,0.9891547049077654,0.010845295092234641,1,3495,0.988482533753669,0.0014812131546102943,1,3495,0.8798357081349703,0.020791631994107128,1
3097,277.2162289_23.43262,0.9774208663295809,0.022579133670419083,1,3097,0.9780177155476948,0.0038994726311915155,1,3097,0.9775989127514852,0.0007470925345269137,1,3097,0.9920136766426682,0.007986323357331848,1,3097,0.9921512331067079,0.0008337273369063156,1,3097,0.8939169329412726,0.016283516565263636,1
3466,892.541783_24.82993,0.9773638303117149,0.02263616968828508,1,3466,0.9758214756911957,0.004496733625825103,1,3466,0.9762933159188006,0.0008363486455279187,1,3466,0.9889900730449527,0.011009926955047322,1,3466,0.9883241590866467,0.0015118337453140815,1,3466,0.8669584421169653,0.025372662665243934,1
3565,686.5040045_25.131405,0.9772396216353825,0.02276037836461753,1,3565,0.9756905834393177,0.004533208386731986,1,3565,0.9761798244317584,0.0008443433532435482,1,3565,0.988833441401509,0.011166558598491028,1,3565,0.9881744782545104,0.0015409638811836658,1,3565,0.9391953410676566,0.005433406130244825,1
3421,543.3404504_24.656809,0.9772027475705658,0.0227972524294342,1,3421,0.9756512969621702,0.004544175016006295,1,3421,0.9761457936346899,0.0008467479440198317,1,3421,0.9966717629023241,0.0033282370976759346,1,3421,0.988844564635914,0.001412002926411954,1,3421,0.9883136111060145,0.00020405951315856556,0.6154434916862337
3501,428.3006954_24.945763,0.9771091418615965,0.022890858138403525,1,3501,0.9755523646689888,0.004571830193328958,1,3501,0.9760599599212545,0.0008528279545107416,1,3501,0.9886688827557202,0.01133111724427982,1,3501,0.9880167823088706,0.0015718527270516668,1,3501,0.9168002234848487,0.010095341354774091,1
2360,222.1489455_20.629084,0.9768296315746916,0.023170368425308396,1,2360,0.97525801821406,0.004654437427717499,1,2360,0.975804132968248,0.0008710773581546037,1,2360,0.9883187408744301,0.011681259125569943,1,2360,0.987681934423251,0.0016381118286021036,1,2360,0.8871470724397438,0.01838503967560962,1
4629,754.5220107_28.21481,0.9766213264947845,0.023378673505215497,1,4629,0.9750393993793733,0.004716107110356022,1,4629,0.9756137373532209,0.0008847835779167944,1,4629,0.9880593245882704,0.011940675411729607,1,4629,0.9874340591006637,0.0016877421003326071,1,4629,0.8666287814388782,0.025495627165706275,1
2465,163.1481642_21.024506,0.9765071362467921,0.023492863753207915,1,2465,0.9773878391877044,0.00406788253677588,1,2465,0.9769703250589183,0.000789441814378239,1,2465,0.991306718701736,0.008693281298263966,1,2465,0.9916301151988092,0.0009180515705830792,1,2465,0.9189930825896775,0.009577392418976519,1
3499,477.3010551_24.94286,0.9765007312567082,0.02349926874329178,1,3499,0.9773833563001786,0.004069089533804514,1,3499,0.9769658835563164,0.0007897451689381994,1,3499,0.9913016624928468,0.008698337507153209,1,3499,0.9916263398334512,0.0009186722708744819,1,3499,0.9688041255403363,0.0014445942341071152,1
499,446.2764321_13.406692,0.9764811709758661,0.023518829024133936,1,499,0.9748908081841566,0.004758175476202777,1,499,0.9754843675272644,0.0008941572067370697,1,499,0.9878843931958516,0.01211560680414836,1,499,0.9872660350091171,0.001721662620697085,1,499,0.8665567419284681,0.025522535758227303,1
397,356.2544983_11.757653,0.9764560099556431,0.02354399004435692,1,397,0.9773513609894754,0.004077707558662335,1,397,0.9769343772702788,0.0007918987075185969,1,397,0.9912662776404088,0.008733722359591245,1,397,0.9915995824071846,0.0009230753978501224,1,397,0.9799601909223472,0.0005983669887821474,1
3735,699.488011_25.6151,0.9763959558939422,0.023604044106057764,1,3735,0.977309991932785,0.0040888593504895725,1,3735,0.9768932281080576,0.0007947157434863494,1,3735,0.9912187855530517,0.008781214446948349,1,3735,0.9915644169970806,0.0009288727447747586,1,3735,0.862702813542247,0.026981714612043444,1
3684,625.4515752_25.427881,0.9763217137236231,0.023678286276376914,1,3684,0.9772579023968443,0.004102915343676729,1,3684,0.9768416960295442,0.0007982505834228539,1,3684,0.991159871481117,0.00884012851888305,1,3684,0.9915203204442787,0.0009361594933349372,1,3684,0.8626335240796084,0.02700830135615151,1
4173,533.8766817_26.809889,0.9763070293451447,0.023692970654855317,1,4173,0.9772475437115213,0.004105712460186445,1,4173,0.9768314658801497,0.000798953245747041,1,4173,0.9911481971879921,0.008851802812007925,1,4173,0.9915115530380234,0.0009376105189754932,1,4173,0.8626195218657768,0.027013675590968126,1
3410,499.3140493_24.629541,0.975992975354529,0.024007024645470998,1,3410,0.9743857071579961,0.004902095043664923,1,3410,0.9750423774237315,0.0009265515485177774,1,3410,0.9922962249836755,0.007703775016324466,1,3410,0.9866964623439165,0.001838298463915424,1,3410,0.981332268604196,0.0005194735885205107,1
5091,582.4161252_29.780293,0.975900510231569,0.024099489768431015,1,5091,0.9769601040707839,0.004183579249340616,1,5091,0.9765480809621485,0.0008185395699693007,1,5091,0.9908228130820699,0.009177186917930125,1,5091,0.9912665483752889,0.0009784597934442273,1,5091,0.8622405426919484,0.0271593254890277,1
4827,548.3933687_28.773306,0.9756764988089088,0.024323501191091168,1,4827,0.9740595000236024,0.004995790906599333,1,4827,0.9747561979395003,0.0009478310130479089,1,4827,0.9868993034746381,0.013100696525361943,1,4827,0.9863301480248137,0.0019146396907967014,1,4827,0.8661778019539175,0.02566430160114419,1
429,537.2347071_12.307034,0.9756180616867607,0.024381938313239315,1,429,0.9739979176518636,0.005013544652766328,1,429,0.9747022771910099,0.0009518672166947511,1,429,0.9868274692179814,0.013172530782018632,1,429,0.9862611798989398,0.0019291277220473814,1,429,0.9722608816165645,0.0011435159802069997,1
3084,367.2480881_23.39214,0.9755791794970647,0.02442082050293526,1,3084,0.9739591815530405,0.005024722623105045,1,3084,0.9746681022501376,0.0009544297621390855,1,3084,0.9867809675169259,0.0132190324830741,1,3084,0.9862177236475015,0.001938275086953544,1,3084,0.8661292914234828,0.025682476898478194,1
4738,674.4852947_28.490328,0.975393895854983,0.02460610414501696,1,4738,0.9558790577126322,0.011051106225086151,1,4738,0.9510417255804795,0.003536694597954763,1,4738,0.9792620383115398,0.020737961688460205,1,4738,0.9656636259707503,0.007598291832477637,1,4738,0.890467427344498,0.017339024515592383,1
226,240.1020248_8.489246,0.9753878405653463,0.02461215943465367,1,226,0.9737618237330369,0.005081800924147046,1,226,0.9744946874916941,0.0009674855789521343,1,226,0.9865486237702277,0.013451376229772327,1,226,0.9859968500416894,0.001984989152643788,1,226,0.9785255170888821,0.0006867786088709721,1
3869,484.3480677_25.937544,0.9752270225343089,0.02477297746569107,1,3869,0.9735978690979668,0.005129380021666219,1,3869,0.9743502931296659,0.0009784236270201927,1,3869,0.9863547987411623,0.013645201258837725,1,3869,0.9858135638749714,0.002024032553538498,1,3869,0.9375382587203756,0.005730357408017155,1
2639,327.2530376_21.734581,0.9750170899486221,0.02498291005137787,1,2639,0.9733832285738522,0.005191888572108034,1,2639,0.974161179841057,0.0009928413660830668,1,2639,0.9861019232479378,0.013898076752062227,1,2639,0.9855740154367463,0.0020754393591022246,1,2639,0.8593309987993889,0.028289889075011013,1
3546,892.5408567_25.050266,0.9749144743731621,0.025085525626837857,1,3546,0.9762529193845793,0.004377197520141218,1,3546,0.9758556988544509,0.0008673834893967713,1,3546,0.9900180943330046,0.009981905666995416,1,3546,0.9906537271685194,0.0010831328987033087,1,3546,0.9128153956263598,0.01107038100350046,1
