row_IDs_x_x,IDs,cor_coeffs_x_x,p_values_x_x,adjusted_p_values_x_x,row_IDs_y_x,cor_coeffs_y_x,p_values_y_x,adjusted_p_values_y_x,row_IDs_x_x,cor_coeffs_x_x,p_values_x_x,adjusted_p_values_x_x,row_IDs_x_y,cor_coeffs_x_y,p_values_x_y,adjusted_p_values_x_y,row_IDs_y_y,cor_coeffs_y_y,p_values_y_y,adjusted_p_values_y_y,row_IDs_y_x,cor_coeffs_y_x,p_values_y_x,adjusted_p_values_y_x,row_IDs_x_y,cor_coeffs_x_y,p_values_x_y,adjusted_p_values_x_y,row_IDs_y_y,cor_coeffs_y_y,p_values_y_y,adjusted_p_values_y_y,row_IDs,cor_coeffs,p_values,adjusted_p_values
4365,659.4625448_27.447262,0.9807737076583283,0.019226292341671725,1,4365,0.9388278127930025,0.017994477093403415,1,4365,0.9193639172668447,0.009491111682754957,1,4365,0.9807737076583284,0.019226292341671614,1,4365,0.9192469504134124,0.02721075129941034,1,4365,0.9238615933393819,0.008474896112763178,1,4365,0.9878834151256559,0.012116584874344083,1,4365,0.8988084833752845,0.038049217793400106,1,4365,0.8917431645720039,0.01694495333796833,1
4585,696.4989205_28.118439,0.9807737044467633,0.01922629555323674,1,4585,0.9398657137289548,0.017541246372991894,1,4585,0.8969638966633688,0.015377719654341225,1,4585,0.9807737044467634,0.019226295553236628,1,4585,0.9181335619861605,0.02777067600610732,1,4585,0.9226649677807883,0.008739801720194186,1,4585,0.977056766186222,0.022943233813778052,1,4585,0.9331167709529453,0.02055436282525075,1,4585,0.8851570506596494,0.01902602825948618,1
3682,477.3582515_25.426292,0.9807737019442448,0.019226298055755153,1,3682,0.9315967278213136,0.02125407506636189,1,3682,0.926818645951429,0.007837304112626528,1,3682,0.9807737019442451,0.01922629805575493,1,3682,0.9161699753824776,0.02876706123675175,1,3682,0.9174071407911606,0.00995066367397561,1,3682,0.9770567656320399,0.022943234367960086,1,3682,0.8844453369719428,0.04632767233356787,1,3682,0.8831020760526309,0.01969897458533997,1
3942,832.5989796_26.128714,0.9807737002009649,0.019226299799035118,1,3942,0.929866346021031,0.02205978320203009,1,3942,0.8888508089478693,0.017844637525272277,1,3942,0.980773700200965,0.019226299799035007,1,3942,0.9161699753008122,0.028767061278425706,1,3942,0.9083853453403314,0.012205395303904186,1,3942,0.9770567652459913,0.022943234754008723,1,3942,0.9227431628882932,0.025476593596209945,1,3942,0.8818385771698312,0.02011829067639346,1
4257,645.4653914_27.12685,0.9807736994598604,0.01922630054013963,1,4257,0.958051338594417,0.010248475995091289,1,4257,0.941528964374755,0.00502834080952587,1,4257,0.9807736994598605,0.019226300540139518,1,4257,0.9334559003907121,0.020399291688024998,1,4257,0.9237747546549464,0.00849398672664385,1,4257,0.9770567650818738,0.02294323491812622,1,4257,0.9337869717642011,0.02024827279554991,1,4257,0.9321561959687209,0.006748037506783896,1
3905,424.8188975_26.038692,0.9807736978627561,0.019226302137243856,1,3905,0.9330179623546924,0.020599615817050523,1,3905,0.9110646350005529,0.011512531624550683,1,3905,0.9807736978627563,0.019226302137243745,1,3905,0.9165797427661061,0.02855820086302048,1,3905,0.9211431331821318,0.009082426181524942,1,3905,0.9770567647281951,0.022943235271804863,1,3905,0.9260079834187958,0.023890837866809043,1,3905,0.9035834656556627,0.01349607095142466,1
4655,674.4860663_28.271473,0.9807736968488832,0.01922630315111684,1,4655,0.9208657148319598,0.026403254564651372,1,4655,0.8907857691753253,0.017240282398572657,1,4655,0.9807736968488832,0.01922630315111684,1,4655,0.918965291639112,0.0273520508139911,1,4655,0.9236747637643704,0.008515994606928562,1,4655,0.9770567645036732,0.02294323549632682,1,4655,0.9134394561034157,0.030171233267629532,1,4655,0.8759690622727936,0.022121484544451547,1
4718,652.4731333_28.447767,0.980773693296817,0.019226306703183038,1,4718,0.9320034777093527,0.021066095631001622,1,4718,0.8905951212503456,0.01729938435948556,1,4718,0.9807736932968172,0.019226306703182816,1,4718,0.9191194926656352,0.027274663729813645,1,4718,0.9237919700551616,0.008490200432650401,1,4718,0.9770567637170681,0.022943236282931934,1,4718,0.9249566223727976,0.024397899215403935,1,4718,0.8750213802103747,0.02245342161975637,1
3940,425.3167038_26.125835,0.980773690325075,0.019226309674925002,1,3940,0.9582017929503442,0.010193622476121244,1,3940,0.9137593829930427,0.010835461151916225,1,3940,0.9807736903250751,0.01922630967492489,1,3940,0.9161699748381651,0.028767061514515285,1,3940,0.9205737024769469,0.009212273249378315,1,3940,0.9770567630589753,0.022943236941024736,1,3940,0.9522951815436549,0.01241780706321442,1,3940,0.9291237561179838,0.007357141571959465,1
4398,637.4495499_27.55468,0.9807736884993388,0.01922631150066123,1,4398,0.9340825202922516,0.020113765362369782,1,4398,0.8999015632440001,0.014528067556206224,1,4398,0.980773688499339,0.01922631150066101,1,4398,0.916169974752636,0.02876706155816094,1,4398,0.9198165930008343,0.009386303390138778,1,4398,0.9770567626546653,0.022943237345334655,1,4398,0.9271117193646016,0.02336223169400239,1,4398,0.8920298283639906,0.01685700267759718,1
4298,623.452349_27.243214,0.9807736883828163,0.01922631161718369,1,4298,0.949473657437351,0.01352980402689332,1,4298,0.920244612718222,0.009287723809866944,1,4298,0.9807736883828164,0.019226311617183578,1,4298,0.9161699747471773,0.02876706156094649,1,4298,0.9205653561377523,0.009214183122249824,1,4298,0.9787288283424038,0.021271171657596177,1,4298,0.9442945265800496,0.015650136400734677,1,4298,0.9285589729914189,0.007473419426681326,1
3916,433.3321921_26.053377,0.9807736882669136,0.01922631173308642,1,3916,0.9657130417633368,0.0075819517551230994,1,3916,0.9342520426467843,0.006342083409815978,1,3916,0.9807736882669137,0.01922631173308631,1,3916,0.9245209454773768,0.02460902729562027,1,3916,0.922855602428166,0.008697334005520196,1,3916,0.9829400155797376,0.017059984420262353,1,3916,0.9675047938303253,0.006997365219595409,1,3916,0.9609193476344621,0.0022611021948087113,1
3957,572.4184921_26.233183,0.9807736881516257,0.01922631184837431,1,3957,0.9579280473634433,0.010293498058478893,1,3957,0.9466495882153116,0.004193474913146384,1,3957,0.9807736881516258,0.0192263118483742,1,3957,0.9373352477794725,0.018652796571696422,1,3957,0.9217974569894454,0.008934327388538098,1,3957,0.9770567625776642,0.022943237422335838,1,3957,0.9034806672674156,0.035470364200431065,1,3957,0.9052200035233722,0.013049155503965364,1
4127,506.3793726_26.650297,0.9807736849564235,0.019226315043576525,1,4127,0.9567453610051183,0.010728645112367517,1,4127,0.917055687103506,0.010034320119496504,1,4127,0.9807736849564236,0.019226315043576414,1,4127,0.9176156368473252,0.0280323892908254,1,4127,0.9221528535635637,0.008854383522237878,1,4127,0.9770567618700856,0.02294323812991439,1,4127,0.9507613626037947,0.013018442748958125,1,4127,0.9319083159474782,0.00679686337728055,1
3986,550.4054396_26.337746,0.9807736832558238,0.019226316744176186,1,3986,0.9626924707253306,0.008601678284461331,1,3986,0.9455889615424458,0.004360298056946116,1,3986,0.9858461421507467,0.01415385784925327,1,3986,0.9380608807721875,0.018331785280445212,1,3986,0.922531678525657,0.008769554347650975,1,3986,0.9770567614934866,0.022943238506513364,1,3986,0.9263285809631359,0.023736902355606767,1,3986,0.9272416859849645,0.007748075415318651,1
4351,601.4392267_27.380035,0.9807736816103364,0.0192263183896636,1,4351,0.9680575966115814,0.006820141405908444,1,4351,0.9188608561242759,0.00960824876516455,1,4351,0.9807736816103365,0.019226318389663488,1,4351,0.9161699744299102,0.028767061722848403,1,4351,0.9101603740777988,0.011744182653690167,1,4351,0.9770567611290926,0.022943238870907434,1,4351,0.9627537674085334,0.00858056788829813,1,4351,0.9259164920125058,0.008029250524631399,1
4060,528.3923249_26.496937,0.9807736812004595,0.01922631879954051,1,4060,0.9494411490027461,0.013542796499940724,1,4060,0.9329836647890352,0.006586292257700066,1,4060,0.9807736812004596,0.0192263187995404,1,4060,0.924225955383785,0.024752311823620404,1,4060,0.9237551971075652,0.008498289140719975,1,4060,0.9894298069992439,0.010570193000756123,1,4060,0.9436259645389072,0.015931095404048443,1,4060,0.9389711351271045,0.005473131835975064,1
3960,788.5722222_26.247631,0.9807736812004594,0.01922631879954062,1,3960,0.9578439040505401,0.010324261631596101,1,3960,0.9111585167347099,0.01148860928721163,1,3960,0.9807736812004596,0.0192263187995404,1,3960,0.9161699744107088,0.028767061732646915,1,3960,0.8924898691963364,0.016716318272931397,1,3960,0.9770567610383248,0.02294323896167516,1,3960,0.9519180617957153,0.012564624826252013,1,3960,0.8982031140258933,0.01501646848065374,1
4091,586.4155324_26.554844,0.9807736810390533,0.01922631896094673,1,4091,0.9610752796534313,0.009164737419443923,1,4091,0.9395656429609954,0.005368104717148627,1,4091,0.9954357767941683,0.004564223205831719,1,4091,0.9332232532125218,0.020505631515862342,1,4091,0.9138182728766777,0.010820886791038884,1,4091,0.9770567610025813,0.02294323899741868,1,4091,0.8902352122190885,0.042928483014243055,1,4091,0.8906544298606758,0.017280987939808153,1
3724,716.5144961_25.579334,0.9807736804074946,0.019226319592505425,1,3724,0.916169974373561,0.02876706175160352,1,3724,0.8769062523957976,0.021795543465703567,1,3724,0.9807736804074947,0.019226319592505314,1,3724,0.916169974373561,0.02876706175160352,1,3724,0.9121756477407719,0.011230975529014838,1,3724,0.9770567608627224,0.022943239137277582,1,3724,0.9036670700189431,0.03536868206518699,1,3724,0.8624028988400687,0.027096883010603336,1
4462,615.4364294_27.706736,0.9807736783604404,0.019226321639559618,1,4462,0.9584597582704184,0.010099796736718725,1,4462,0.9116326337749978,0.011368165955007854,1,4462,0.9807736783604406,0.019226321639559396,1,4462,0.9161699742776632,0.028767061800540283,1,4462,0.9069186487893188,0.012592972081394585,1,4462,0.9770567604094006,0.022943239590599407,1,4462,0.9525671162656552,0.012312289726117262,1,4462,0.9005822912143335,0.014334504837760356,1
3801,491.3556089_25.761276,0.980773677164347,0.019226322835652954,1,3801,0.9437630831822881,0.015873339561834593,1,3801,0.9349828756708348,0.0062034186300214305,1,3801,0.9807736771643472,0.019226322835652843,1,3801,0.9236899461282728,0.025013351702164656,1,3801,0.9146346880041551,0.010619816129852043,1,3801,0.9770567601445246,0.022943239855475417,1,3801,0.8925419260547214,0.04159732471226144,1,3801,0.8902951573517963,0.017392571495045254,1
3879,447.3295552_25.989569,0.9807736758723689,0.019226324127631145,1,3879,0.9541836993536248,0.011691130658832143,1,3879,0.9377581314551446,0.005690511238291696,1,3879,0.980773675872369,0.019226324127631034,1,3879,0.9293481642292529,0.022302942239445078,1,3879,0.923861061869321,0.008475012887562142,1,3879,0.9891475919262167,0.010852408073783293,1,3879,0.9378736984902953,0.01841441921119128,1,3879,0.9345991347532241,0.006276041079268618,1
3857,469.3424752_25.87965,0.9807736745166308,0.019226325483369222,1,3857,0.9629075097582267,0.008527694454424237,1,3857,0.9460866064965413,0.0042816272081733445,1,3857,0.9853298330267491,0.014670166973250853,1,3857,0.9385033131336196,0.01813694855142159,1,3857,0.9190220508293905,0.009570638831981488,1,3857,0.9770567595581854,0.022943240441814616,1,3857,0.9172391454273274,0.028223129636935063,1,3857,0.9182837200030682,0.009743493335039743,1
4147,564.4026527_26.688196,0.9807736737790674,0.019226326220932566,1,4147,0.956536941599593,0.010805938550318066,1,4147,0.9359731758299447,0.0060179144431688385,1,4147,0.9887397091402458,0.011260290859754218,1,4147,0.9290199244334367,0.022457415615704527,1,4147,0.9223513374469617,0.008809888079392387,1,4147,0.9791536118130443,0.020846388186955722,1,4147,0.9100937020249624,0.03192080199175865,1,4147,0.9107998903449361,0.011580121890982719,1
4167,542.3894919_26.795519,0.980773670661429,0.019226329338571047,1,4167,0.9419228050233333,0.016654144215427828,1,4167,0.9240952366148862,0.008423635753306971,1,4167,0.9807736706614291,0.019226329338570936,1,4167,0.9191745665223126,0.027247041564482828,1,4167,0.9237474768222418,0.008499987798051386,1,4167,0.9818994074461752,0.01810059255382479,1,4167,0.9258214375544016,0.023980556000228255,1,4167,0.919450973240861,0.00947091165648646,1
4200,520.3765646_26.920593,0.9807736695269602,0.019226330473039788,1,4200,0.9604419810401057,0.009388404246089888,1,4200,0.9131514424418963,0.01098647283539248,1,4200,0.9807736695269604,0.019226330473039566,1,4200,0.9161699738638416,0.028767062011714136,1,4200,0.9193636314872643,0.009491178028020776,1,4200,0.9770567584532172,0.022943241546782844,1,4200,0.9546593282875587,0.011510385391462456,1,4200,0.9189541604694359,0.009586470272729311,1
3677,642.4777668_25.42339,0.9807736611456606,0.019226338854339442,1,3677,0.9161699734712003,0.028767062212079596,1,3677,0.877563332173239,0.021568398461030265,1,3677,0.9807736611456607,0.01922633885433933,1,3677,0.9161699734712003,0.028767062212079596,1,3677,0.9111794612066308,0.011483275638988722,1,3677,0.9770567565971662,0.022943243402833824,1,3677,0.8990114730888716,0.03793598024389791,1,3677,0.8611685836814751,0.027573313620206236,1
262,227.1754127_9.180635,0.9697784231591551,0.03022157684084492,1,262,0.95155319624628,0.012707207425252335,1,262,0.9145170388219475,0.010648678589993616,1,262,0.9766107660318192,0.023389233968180823,1,262,0.9177595993257883,0.027959564216731025,1,262,0.9034321875294091,0.013537749649720616,1,262,0.969932168784869,0.030067831215131013,1,262,0.9493659698968875,0.013572858517511563,1,262,0.8998830918142684,0.014533337283291838,1
274,203.1181489_9.327142,0.9677860750161309,0.0322139249838691,1,274,0.9369553714101037,0.01882156925939944,1,274,0.9327676618651951,0.006628329556416085,1,274,0.967786075016131,0.03221392498386899,1,274,0.9180921483351465,0.027791573710385976,1,274,0.913672842055718,0.010856895983194077,1,274,0.9685510098924983,0.031448990107501684,1,274,0.9071542884953452,0.03348374067163004,1,274,0.9053756999733462,0.013007015684263606,1
