row_IDs_x_x,IDs,cor_coeffs_x_x,p_values_x_x,adjusted_p_values_x_x,row_IDs_y_x,cor_coeffs_y_x,p_values_y_x,adjusted_p_values_y_x,row_IDs_x_x,cor_coeffs_x_x,p_values_x_x,adjusted_p_values_x_x,row_IDs_x_y,cor_coeffs_x_y,p_values_x_y,adjusted_p_values_x_y,row_IDs_y_y,cor_coeffs_y_y,p_values_y_y,adjusted_p_values_y_y,row_IDs_y_x,cor_coeffs_y_x,p_values_y_x,adjusted_p_values_y_x,row_IDs_x_y,cor_coeffs_x_y,p_values_x_y,adjusted_p_values_x_y,row_IDs_y_y,cor_coeffs_y_y,p_values_y_y,adjusted_p_values_y_y,row_IDs,cor_coeffs,p_values,adjusted_p_values
4929,747.5331397_29.162628,0.9840307824757899,0.0159692175242101,1,4929,0.9770938758507023,0.0041472806624984655,1,4929,0.9251902562810772,0.008185410351537942,1,4929,0.9807737590850348,0.019226240914965165,1,4929,0.9161699780592225,0.028767059870804534,1,4929,0.8647413363326724,0.026205086870302333,1,4929,0.9770567782857719,0.022943221714228135,1,4929,0.9725694660287487,0.005431130098531689,1,4929,0.8781682375715179,0.02136029439943764,1
216,299.2204772_8.249491,0.9833035473301808,0.01669645266981923,1,216,0.9765402322148342,0.004298186257027451,1,216,0.9248259783830712,0.008264291072169524,1,216,0.9807763624960169,0.01922363750398315,1,216,0.9161700998792197,0.028766997705887466,1,216,0.8852891681490473,0.01898314687701021,1,216,0.9884931404864197,0.011506859513580325,1,216,0.9883344054274723,0.0015098464067960938,1,216,0.9766108517771156,0.0008141808387539266,1
217,597.4335226_8.2433195,0.9807765636295749,0.019223436370425118,1,217,0.940052736454228,0.01745997756337525,1,217,0.9186851713488396,0.00964932109335334,1,217,0.9807765636295749,0.019223436370425118,1,217,0.9161701092796685,0.028766992908826953,1,217,0.8904318286566446,0.01735008321913313,1,217,0.977057399154587,0.022942600845412997,1,217,0.9344236149778916,0.019958891069762886,1,217,0.9287712546761322,0.007429610504316651,1
396,441.3438151_11.716405,0.9807765261034629,0.019223473896537113,1,396,0.9331203838259085,0.020552708789820878,1,396,0.9003565244857561,0.01439856214232545,1,396,0.980776526103463,0.019223473896537002,1,396,0.9161701075259183,0.028766993803767783,1,396,0.875289251068561,0.0223593574951714,1,396,0.9770573908495683,0.02294260915043167,1,396,0.9311862208415479,0.021444338219194843,1,396,0.8865915960610681,0.018562899955514717,1
87,192.1020634_5.8716087,0.9807759757118208,0.019224024288179153,1,87,0.9290471317063091,0.022444598461015663,1,87,0.9119567099394229,0.011286192282280269,1,87,0.980775975711821,0.019224024288179042,1,87,0.9161700817974836,0.02876700693302028,1,87,0.8903593850328867,0.017372598226101425,1,87,0.977057269032936,0.022942730967064007,1,87,0.8997138021301205,0.037545018674438935,1,87,0.89569366490384,0.015752300677589304,1
218,619.4153565_8.249505,0.9807759743118827,0.01922402568811732,1,218,0.9616366926785007,0.008967943834522932,1,218,0.918515983218487,0.009688955014345978,1,218,0.9807759743118829,0.019224025688117097,1,218,0.9161700817320274,0.02876700696642266,1,218,0.869116503112711,0.024574685434744323,1,218,0.9784630838605217,0.02153691613947828,1,218,0.9642681173181145,0.008064476922950238,1,218,0.9612335780995578,0.0022251234235650093,1
170,186.0915925_7.387374,0.980775959844431,0.019224040155569,1,170,0.9417681572493318,0.016720312949474247,1,170,0.9114423480325667,0.011416431762221126,1,170,0.980775959844431,0.019224040155569,1,170,0.9161700810555751,0.028767007311617163,1,170,0.866815214028954,0.025426052487414315,1,170,0.9770572655208354,0.022942734479164617,1,170,0.9198877057251976,0.026890183463935062,1,170,0.9061059241023873,0.012810256569639163,1
117,393.2472234_6.5500836,0.9807751918164336,0.019224808183566422,1,117,0.9424967736609322,0.016409309489169892,1,117,0.9198124464189239,0.009387260885138377,1,117,0.9807751918164338,0.0192248081835662,1,117,0.9161700451332025,0.0287670256428522,1,117,0.8645506849828288,0.026277263831787745,1,117,0.9770570955104394,0.0229429044895606,1,117,0.947857507342892,0.014180622788302235,1,117,0.9015152752688377,0.014071247967801553,1
229,507.3157224_8.5325775,0.9807751901014158,0.019224809898584216,1,229,0.9686609586679212,0.0066284238886738945,1,229,0.9203921843423819,0.009253853013486468,1,229,0.9807751901014159,0.019224809898584105,1,229,0.9161700450529613,0.028767025683799432,1,229,0.8927478929504234,0.01663766043037984,1,229,0.977057095130772,0.02294290486922801,1,229,0.9715248931070964,0.005743388298321296,1,229,0.9653197117727472,0.0017832282076902567,1
116,371.2653765_6.5468574,0.9807750610384174,0.019224938961582616,1,116,0.9419529915208953,0.016641238357247994,1,116,0.9195876838054381,0.00943923222258836,1,116,0.9807750610384174,0.019224938961582616,1,116,0.9161700390141148,0.028767028765431316,1,116,0.8785751017295932,0.021220864170502125,1,116,0.977057066558641,0.022942933441359004,1,116,0.9528097546585588,0.012218388849500605,1,116,0.9082872038554752,0.01223114643388947,1
369,388.2231199_11.150046,0.9807749107434086,0.019225089256591388,1,369,0.9214834479670572,0.02609717997647302,1,369,0.8819601733284275,0.020077752920337293,1,369,0.9807749107434087,0.019225089256591277,1,369,0.9161700319809997,0.028767032354439972,1,369,0.8938399573495053,0.016306722549880866,1,369,0.9770570332851314,0.022942966714868618,1,369,0.9140760240964989,0.029841958697078938,1,369,0.8749266876408714,0.022486718430355487,1
2762,244.2272793_22.170832,0.9807746387551954,0.019225361244804562,1,2762,0.9479688987980668,0.014135446494351231,1,2762,0.90343519771211,0.013536919708200796,1,2762,0.9807746387551955,0.01922536124480445,1,2762,0.916170019250945,0.028767038850605393,1,2762,0.8645724220553349,0.026269029829152708,1,2762,0.9770569730674482,0.02294302693255179,1,2762,0.9415605257604867,0.016809285779699423,1,2762,0.9224969287917375,0.008777319211806049,1
417,356.2545009_12.19899,0.9807744630518132,0.01922553694818685,1,417,0.929692993102521,0.022141033795996426,1,417,0.9322720208902862,0.006725281930860715,1,417,0.9807744630518133,0.01922553694818674,1,417,0.9185191119605516,0.027576366991525048,1,417,0.9230521500826048,0.008653654393078138,1,417,0.9770569341651567,0.02294306583484329,1,417,0.8861358171050955,0.045326732944216096,1,417,0.8830213905157283,0.019725625257169473,1
2254,657.3944909_20.319145,0.980774144760065,0.01922585523993503,1,2254,0.9161699961227108,0.028767050652978174,1,2254,0.9133998580613008,0.010924644330984981,1,2254,0.9807741447600651,0.01922585523993492,1,2254,0.9190730912699426,0.027297943235664274,1,2254,0.9237578967864616,0.008497695182306229,1,2254,0.9770568636887551,0.022943136311244894,1,2254,0.8843914029518938,0.04635972070622176,1,2254,0.86405914628032,0.026463785805908187,1
880,362.1861912_15.817447,0.9807740916429051,0.019225908357094923,1,880,0.9599521033006808,0.009562626909366748,1,880,0.9127769055306365,0.011080011409473445,1,880,0.9807740916429051,0.019225908357094923,1,880,0.916169993635261,0.028767051922327647,1,880,0.8863494376688699,0.018640694556281395,1,880,0.977056851927039,0.02294314807296105,1,880,0.9541414538236451,0.011707229007229775,1,880,0.9166093498618787,0.010141051483039934,1
3499,477.3010551_24.94286,0.9807740549684102,0.01922594503158981,1,3499,0.9494892004789055,0.013523593460537083,1,3499,0.9301669776529117,0.007144700875708764,1,3499,0.9807740549684103,0.019225945031589697,1,3499,0.9177107652600547,0.027984260658664648,1,3499,0.9173515473756008,0.009963873931938325,1,3499,0.9863052385084669,0.013694761491533147,1,3499,0.9599975115810034,0.009546433543547618,1,3499,0.9445705736995883,0.004523480674983276,1
4238,978.6922298_27.064066,0.9807739231789245,0.019226076821075466,1,4238,0.9579727325683918,0.010277172964295051,1,4238,0.9112576368941259,0.011463378274431635,1,4238,0.9807739231789246,0.019226076821075355,1,4238,0.9161699857454437,0.028767055948513687,1,4238,0.8787748895934833,0.021152557624254675,1,4238,0.9770568146232156,0.022943185376784414,1,4238,0.9520535954013946,0.01251179488563943,1,4238,0.8660896064493553,0.02569735009790703,1
3546,892.5408567_25.050266,0.9807739192821201,0.0192260807178799,1,3546,0.9161699855629281,0.028767056041651723,1,3546,0.8933320982960908,0.016460225987844437,1,3546,0.9807739192821201,0.0192260807178799,1,3546,0.9161699855629281,0.028767056041651723,1,3546,0.9156261540480722,0.01037809239953948,1,3546,0.9818621909738665,0.01813780902613349,1,3546,0.8879919534378306,0.044235723924927944,1,3546,0.8614783704044084,0.027453369532563648,1
3467,499.3140526_24.840929,0.9807738710463709,0.019226128953629074,1,3467,0.9450294904707449,0.015343157138560612,1,3467,0.9366879494587216,0.005885733105532983,1,3467,0.980773871046371,0.019226128953628963,1,3467,0.9254288112735939,0.02416974171788068,1,3467,0.9202673673175017,0.00928249722929383,1,3467,0.9770568030789666,0.022943196921033415,1,3467,0.9251239191148809,0.02431698375824575,1,3467,0.912624434035449,0.011118200369775037,1
3869,484.3480677_25.937544,0.9807738688835399,0.0192261311164601,1,3869,0.9496521492050097,0.013458539744656458,1,3869,0.9279122672525987,0.007607654777529926,1,3869,0.9851223926308026,0.01487760736919741,1,3869,0.9209538876289385,0.02635949635448769,1,3869,0.9226689334958169,0.008738917252532365,1,3869,0.9770568026000257,0.022943197399974302,1,3869,0.8800966212185662,0.04893410800185237,1,3869,0.8803087749074399,0.020631636437407324,1
3442,521.327381_24.758995,0.9807738687687791,0.019226131231220855,1,3442,0.9532216741695632,0.012059515409231428,1,3442,0.944798894606006,0.004486639698707509,1,3442,0.9807738687687793,0.019226131231220744,1,3442,0.9344546383086375,0.019944824168484872,1,3442,0.9229257297678297,0.008681737038111986,1,3442,0.9770568025746129,0.022943197425387085,1,3442,0.9003037940492066,0.03721759150948148,1,3442,0.8942460254764862,0.0161844835880694,1
3254,353.2686219_23.981817,0.9807738513345825,0.019226148665417497,1,3254,0.9445321803263986,0.015550656754825264,1,3254,0.9007035561371468,0.014300154913211677,1,3254,0.9807738513345825,0.019226148665417497,1,3254,0.9161699823803571,0.028767057665722708,1,3254,0.8901184346623527,0.017447584877112867,1,3254,0.977056798713948,0.022943201286051984,1,3254,0.9379748051858467,0.01836976942304197,1,3254,0.891833557860376,0.016917196245852903,1
3569,848.5146197_25.142967,0.9807738481322268,0.01922615186777321,1,3569,0.9183704903126444,0.027651217137937393,1,3569,0.8793843060033393,0.020944851116180357,1,3569,0.9807738481322269,0.0192261518677731,1,3569,0.9161699822303588,0.02876705774226705,1,3569,0.9078922237304059,0.012335049742879736,1,3569,0.9770567980048099,0.022943201995190066,1,3569,0.9108647604924593,0.03151479816825009,1,3569,0.8683166338205623,0.024869035099047077,1
4427,630.4413563_27.622625,0.9807738450439404,0.019226154956059616,1,4427,0.9663687156053381,0.00736624153335702,1,4427,0.9176150081710412,0.009901345030966898,1,4427,0.9807738450439404,0.019226154956059616,1,4427,0.9161699820857028,0.02876705781608526,1,4427,0.8873238213279168,0.0183286179151843,1,4427,0.9770567973209313,0.022943202679068686,1,4427,0.9609492373239364,0.009209111634504377,1,4427,0.8717067002566427,0.02363295547470016,1
563,390.2386864_14.100427,0.9807738412651614,0.019226158734838572,1,563,0.9474574634354421,0.01434325294641905,1,563,0.9379640521593432,0.00565331684128159,1,563,0.9807738412651616,0.01922615873483835,1,563,0.927196160573138,0.02332194832451735,1,563,0.9212542722937717,0.009057187664726915,1,563,0.9770567964841477,0.02294320351585233,1,563,0.9233381101610421,0.025185177679537655,1,563,0.9106408055462731,0.011620828933797225,1
4228,489.8502886_27.037148,0.9807738305317146,0.01922616946828537,1,4228,0.9608897737001352,0.009230070674593043,1,4228,0.9134928449682593,0.010901544184781394,1,4228,0.9807738305317147,0.01922616946828526,1,4228,0.9161699814059427,0.028767058162967887,1,4228,0.8689516505142827,0.02463521430670025,1,4228,0.9770567941072982,0.022943205892701823,1,4228,0.9551325354622969,0.011331477047043447,1,4228,0.8680754731545031,0.024958108613846394,1
3609,804.4885655_25.255863,0.9807738222631598,0.01922617773684021,1,3609,0.9517577577532415,0.012627203892439112,1,3609,0.9064231509608052,0.012725231247875191,1,3609,0.98077382226316,0.01922617773683999,1,3609,0.9161699810186357,0.028767058360611296,1,3609,0.8775923106586713,0.021558407092169593,1,3609,0.9770567922762787,0.02294320772372127,1,3609,0.9455248585870448,0.015137372582109985,1,3609,0.8822357976013272,0.019986010083859855,1
4143,579.4078703_26.670557,0.9807738214381436,0.019226178561856377,1,4143,0.9302411192521345,0.021884457529311355,1,4143,0.9102902903045506,0.011710763683651948,1,4143,0.9807738214381436,0.019226178561856377,1,4143,0.9192339429950522,0.02721727152880088,1,4143,0.9238256120603017,0.008482803700348773,1,4143,0.981843463660011,0.018156536339989038,1,4143,0.8831954440476624,0.04707217634283918,1,4143,0.8694276194840013,0.024460646004786344,1
4198,535.3817896_26.914692,0.9807738185945303,0.019226181405469722,1,4198,0.9689319594964381,0.0065429009264805615,1,4198,0.9195000926563657,0.009459523461654152,1,4198,0.9807738185945304,0.01922618140546961,1,4198,0.9161699808467927,0.028767058448303042,1,4198,0.9051134092665531,0.013078043597413444,1,4198,0.9770567914638827,0.02294320853611731,1,4198,0.9636904545766937,0.008260103510545397,1,4198,0.8784352079521528,0.021268755831118782,1
4166,557.3950981_26.792624,0.9807738136118747,0.019226186388125344,1,4166,0.9390293908156953,0.017906158308147308,1,4166,0.8962902372186823,0.015575836024023817,1,4166,0.9807738136118748,0.019226186388125233,1,4166,0.9161699806133982,0.02876705856740464,1,4166,0.9197868704077301,0.00939316773864624,1,4166,0.9770567903605025,0.022943209639497475,1,4166,0.932247257487141,0.020953692313452094,1,4166,0.8850001888626439,0.019077001088997913,1
4881,769.546065_28.996946,0.9807738019405626,0.01922619805943737,1,4881,0.9572386462025354,0.010546433223069675,1,4881,0.9106915074818596,0.011607847680381476,1,4881,0.9807738019405627,0.01922619805943726,1,4881,0.9161699800666941,0.028767058846388572,1,4881,0.8880436753258617,0.018099685426318943,1,4881,0.9770567877759534,0.022943212224046605,1,4881,0.9512804973237051,0.012814115686257599,1,4881,0.8655857452698039,0.025886543746560173,1
4671,652.473042_28.336678,0.9807737856850239,0.019226214314976064,1,4671,0.9668342823823283,0.007214322264598977,1,4671,0.9179598034405192,0.009819801156007073,1,4671,0.9807737856850242,0.019226214314975842,1,4671,0.9161699793052482,0.028767059234955625,1,4671,0.8890133200641677,0.017793495329994313,1,4671,0.9770567841762414,0.022943215823758578,1,4671,0.9614460696013567,0.009034606251847285,1,4671,0.8957638973516511,0.015731476410892332,1
4509,740.5250758_27.855093,0.9807737450627643,0.01922625493723573,1,4509,0.9411674592554989,0.01697813988384492,1,4509,0.921389168881763,0.009026599940495273,1,4509,0.9807737450627643,0.01922625493723573,1,4509,0.9192028791413253,0.02723284494343673,1,4509,0.9238473682510288,0.008478021924395267,1,4509,0.9914259660736798,0.008574033926320168,1,4509,0.88918706236188,0.0435377344775435,1,4509,0.8852007666782604,0.019011834216912778,1
4332,681.4759854_27.330605,0.9807737438475005,0.01922625615249951,1,4332,0.9608836906590962,0.00923221563445522,1,4332,0.9402328792879684,0.005251415750831061,1,4332,0.9931008946723936,0.006899105327606403,1,4332,0.9336002603825384,0.0203333968648665,1,4332,0.9204512862207892,0.00924030475045372,1,4332,0.9770567749114609,0.022943225088539076,1,4332,0.8867648651126794,0.04495604423393987,1,4332,0.888738694896763,0.01787996083204746,1
3885,876.624697_25.998201,0.9807737366139494,0.0192262633860506,1,3885,0.918845930765593,0.0274120015204629,1,3885,0.9044141533501842,0.013268313711762889,1,3885,0.9807737366139495,0.01922626338605049,1,3885,0.916169977006586,0.02876706040796664,1,3885,0.920735607181008,0.00917526304725703,1,3885,0.9892327374680694,0.01076726253193061,1,3885,0.8807643976943327,0.04853094570694427,1,3885,0.8576564572533522,0.028950466289707495,1
4768,688.483467_28.57188,0.980773730365069,0.019226269634931015,1,4768,0.9639724345380862,0.008164418090707264,1,4768,0.9158259524781365,0.01032970747585181,1,4768,0.9807737303650691,0.019226269634930904,1,4768,0.9161699767138596,0.028767060557345386,1,4768,0.8968224084285985,0.01541922862470102,1,4768,0.9770567719258032,0.022943228074196798,1,4768,0.9583991014689468,0.01012183292974487,1,4768,0.8740853611114672,0.022783587842311746,1
4559,718.512197_28.007515,0.9807737161670709,0.019226283832929125,1,4559,0.9310492363745767,0.02150795028928826,1,4559,0.912790501959313,0.01107660905459008,1,4559,0.9807737161670709,0.019226283832929125,1,4559,0.9189620438371356,0.027353681509686197,1,4559,0.9235104910210159,0.008552210994756762,1,4559,0.9770567687816756,0.022943231218324422,1,4559,0.9125994189175505,0.03060752699195132,1,4559,0.89588531724489,0.015695506082289794,1
2462,203.179577_21.027393,0.9807737101725247,0.019226289827475318,1,2462,0.916169975767937,0.028767061040051178,1,2462,0.8878035148751797,0.018175909357768697,1,2462,0.9807737101725248,0.019226289827475207,1,2462,0.916169975767937,0.028767061040051178,1,2462,0.9127618669310057,0.011083775241184271,1,2462,0.9846850127373519,0.015314987262648128,1,2462,0.8817856289446668,0.047916432749408336,1,2462,0.8554583369082573,0.029828535211559547,1
2463,221.1900255_21.027393,0.9807737101725247,0.019226289827475318,1,2463,0.9171678730378964,0.02825928489839973,1,2463,0.8953847920630128,0.01584404030455103,1,2463,0.9807737101725248,0.019226289827475207,1,2463,0.9161699757679371,0.02876706104005112,1,2463,0.9137677950282675,0.010833378717643564,1,2463,0.991419628721986,0.008580371278014032,1,2463,0.8811737636035363,0.04828431766581387,1,2463,0.861157263207751,0.027577701408979846,1
