row_IDs,IDs,cor_coeffs,p_values,adjusted_p_values,delta_cor_p,indexes,C7.mzML Peak area,C8.mzML Peak area,C9.mzML Peak area,C10.mzML Peak area,C11.mzML Peak area,C12.mzML Peak area,C13.mzML Peak area,C14.mzML Peak area,C15.mzML Peak area
4229,498.3633407_27.039175,0.860905207821432,0.0028766396122467423,1,0.8580285682091853,0,-0.7247825742589125,-0.4463687013322044,1.9455729639107584,1.3466084103775413,0.7681054182390717,-0.7147893118153602,-0.724782186347143,-0.7247820713337759,-0.7247819474399755
3442,521.327381_24.758995,0.859329274879357,0.002987515115612007,1,0.8563417597637449,0,-0.7297319363936172,0.4666731827300241,2.256704748970587,1.0098629591157693,-0.08459737243122815,-0.7297307993551599,-0.729728095619384,-0.7297269568543053,-0.7297257301626868
117,393.2472234_6.5500836,0.8562545345659349,0.003212247583607809,1,0.8530422869823271,0,-0.8299024833641366,0.13090035436727585,1.1736615078175703,1.1824808529384259,1.6623947969297823,-0.8298972141362819,-0.8298846845689902,-0.8298794073396807,-0.8298737226439664
3801,491.3556089_25.761276,0.8549691369031032,0.0033095488392639624,1,0.8516595880638392,0,-0.717810056348234,0.8134183803229272,2.355126135449262,0.462310157377957,-0.04180679453976843,-0.717809887298331,-0.7178094853187249,-0.7178093160121153,-0.7178091336329724
361,356.2544007_11.006785,0.8548990543188556,0.003314911431879046,1,0.8515841428869766,0,-0.8137017517918321,-0.19038251335864295,1.3794084838318987,1.6778695669504888,1.0196720350054218,-0.7370834648182037,-0.43028351860928926,-0.9527500448235232,-0.9527487923863177
417,356.2545009_12.19899,0.8536899222588736,0.00340837536124282,1,0.8502815468976308,0,-0.7617651149459372,0.9149578557077059,2.107188010689669,0.8992160911213937,-0.11259311320908685,-0.7617611242051772,-0.7617516347208968,-0.7617476379200966,-0.7617433325175744
217,597.4335226_8.2433195,0.8536574540933684,0.0034109097727636865,1,0.8502465443206046,0,-0.7870465738921681,0.5435563048562569,1.8406865767164224,1.4884949395040408,0.06230969052938011,-0.7870335347652577,-0.7870025293461428,-0.7869894704189907,-0.786975403183542
4559,718.512197_28.007515,0.8526991933785455,0.0034862946800812175,1,0.8492128986984643,0,-0.6725218341870453,-0.2432393373754165,2.358978128487825,1.0341023978365709,0.21276275396509592,-0.6725214664182695,-0.6725205919099453,-0.6725202235827035,-0.6725198268161107
274,203.1181489_9.327142,0.8519660277450983,0.003544739007387294,1,0.848421288737711,0,-0.6207561376166149,0.7292380874419602,2.071098237578073,1.0901751893183296,-0.04292981120410636,-0.8067129421268411,-0.8067068428290775,-0.8067042739141121,-0.8067015066476095
4398,637.4495499_27.55468,0.8518903961176761,0.0035508060176729973,1,0.8483395901000031,0,-0.6841097621509777,-0.31286813312168044,2.249779255228904,1.1890277827947127,0.2946068078107811,-0.6841095442170515,-0.6841090259973294,-0.6841088077324649,-0.6841085726148934
267,470.3703066_9.179981,0.8513551616853325,0.003593945424423531,1,0.8477612162609091,0,-0.6628664162499551,-0.6628675131969773,2.113647053351553,0.6488610960047546,1.2145975264566744,-0.6628598094784929,-0.6628440993991609,-0.6628374825951503,-0.6628303548932456
4206,484.3660419_26.943928,0.8506197228163197,0.0036538063950796655,1,0.8469659164212401,0,-0.7407555642985565,-0.4971298478175603,1.6667319932093332,1.3677369850579055,1.1664357198606596,-0.7407553552886657,-0.7407548582891882,-0.7407546489619106,-0.7407544234720167
